YEAR	TYPE	SOURCE	CONTEXT
1916	MAG	Atlantic	"little town of 130 fires'? so we call it? when, in 1910, on the advice of my elder brother, who was chief of the Jewish"
1916	MAG	Nation	". The estimates, based on the rate of population increases, from 1900 to 1910, disclosed that 40.9 per cent. of the country's inhabitants now live in"
1916	MAG	Nation	"live in cities of more than 8,000, as against 38.9 per cent. in 1910. "" The first sentence of this is a specimen of that curious crop of"
1916	MAG	Nation	any particular matter are to-day if the trend shown in the decade from 1900 to 1910 has continued at the same rate since 1910. The second sentence in the above
1916	MAG	Nation	"shown in the decade from 1900 to 1910 has continued at the same rate since 1910. The second sentence in the above dispatch Plainly implies this, and yet it"
1916	MAG	Nation	the most striking is that:the number of murderers under confinement was 156 per million in 1910 as against 117-per million in 1890; though here perhaps a considerable element in the
1916	MAG	Nation	"Society of Massachusetts published a "" Check-List of Boston Newspapers, 1704-1780. "" In 1910 the Illinois State Historical Society published "" Newspapers and Periodicals of Illinois, 1814-1879."
1916	MAG	Nation	"the late Russell Sturgis, of which the first two volumes appeared in 1907 and 1910, respectively, has lately, been completed by Prof. A. L. Frothingham, of"
1916	MAG	Nation	"The cost of fuel and lighting was but 4 per cent. greater than in 1910, but in many manufactured goods there were again phenomenal rises. The predominating influence"
1918	MAG	Harpers	"the memories of men. No International Socialist Congress has been held since Copenhagen, 1910. One was due at Vienna, in 1913, but the Viennese, because"
1910	NEWS	NYT-Let	"that during the entire decade, Jan. 1, 1900, to Jan. 1, 1910, not one passenger has been killed as the result of e. train accident on"
1910	NEWS	NYT-Let	"SG per cent. of its members, while In the class of February, 1910, 571k per cent. were successful. Compare these results with "" other colleges"
1910	NEWS	NYT-Reg	"19100815_2 txt The White City. as the Belgians have called their 1910 exposition or World's Fair, is to-night a mass of flames and smouldering fuins"
1910	NEWS	NYT-Ed	"The amendments constitute Chapters 429, 430. 438, and 439 of the Laws of 1910, and extend all the provisions of the Corrupt Practices act to primary elections and"
1910	NEWS	NYT-Ed	"the Chalmers Motor Company from the decision of Referee Whiting awarding the Glidden Trophy for 1910 to the Premier Entry i, and declaring the Chalmers Entry 5 the winner of"
1910	NEWS	NYT-Reg	"on an. indictment returned secretly by a Federal Grand Jury on Feb. 17, 1910. The existence of the indictment was suppressed until to-day. Three days after it"
1910	NF	FlyingMachines	"modern flying machine, "" died at his home in Chicago on November 23, 1910, at the age of 72 years. His last work in the interest of"
1910	NF	FlyingMachines	"told there have been, up to the time of this writing (April, 1910), just five fatalities in the history of power-driven aviation. This is surprisingly"
1910	NF	FlyingMachines	"in similar manner by lever action. Wrights Obtain an Injunction. In January, 1910, Judge Hazel, of the United States Circuit Court, granted a preliminary injunction"
1910	NF	FlyingMachines	"the Wright patents. This course was taken following a conference held April 9th, 1910, participated in by William Wright and Andrew Freedman, representing the Wright Co.,"
1910	NF	FlyingMachines	"AND DEVICES. Since the first edition of this book was printed, early in 1910, there has been a remarkable advance in the construction of aeroplane motors, which"
1910	NF	FlyingMachines	"used at the Belmont Park (N. Y.) aviation meet in the fall of 1910, had a plane length of 19 feet 6 inches, and an extreme breadth"
1910	NF	FlyingMachines	"competing at the International meet at Belmont Park, N. Y., in November, 1910, only three makes were handled by Americans. Moissant and Drexel navigated Bleriot machines"
1910	NF	FlyingMachines	"only short flights have been made, the longest to date (Dec. 31, 1910) being about 1,000 feet. "" In building the present machine, my object"
1910	NF	FlyingMachines	"to the increased number of aviators the individual winnings were not as large as in 1910. It is estimated that within the past twelve months more than 300,000 miles have"
1910	NF	FlyingMachines	"minutes 50 2-5 seconds at an average speed of 47 miles per hour. In 1910 the winner was Grahame-White, who covered 100 kilometres (62 miles) at Belmont"
1910	NF	FlyingMachines	"and to take flight from the deck of a warship. Toward the end of 1910 Aviator Ely flew to land from the cruiser Birmingham, and in January, 1911"
1910	NF	BrainVoiceInSpeech	"THE VOICE IN SPEECH AND SONG BY F.W. MOTT, F.R.S., M.D., F.R.C.P. 1910 PREFACE The contents of this little book formed the subject of three lectures delivered at"
1910	NF	BrainVoiceInSpeech	"with the brain mechanism not unworthy of their attention. F.W. MOTT LONDON July, 1910 CONTENTS THEORIES ON THE ORIGIN OF SPEECH THE VOCAL INSTRUMENT: THREE QUALITIES OF MUSICAL"
1910	NF	DocumentaryHistory	OF THE RIO GRANDE PUEBLOS OF NEW MEXICO I. BIBLIOGRAPHIC INTRODUCTION by ADOLPH F. BANDELIER 1910 DOCUMENTARY HISTORY OF THE RIO GRANDE PUEBLOS OF NEW MEXICO BY ADOLPH F. BANDELIER I.
1911	NEWS	Chicago	"of an unpaid bill for 950.000 incurred for street car books for so-called detectives in 1910 that little comment was aroused, but the recurrence of appropriation items for this purpose"
1911	NEWS	Chicago	"money for street car service and for any other purpose. "" This appropriation for 1910, "" said Controller Wilson, "" is charged against the controller's office as"
1911	NEWS	NYT-Reg	people had used up all the supply offered the season before justified this advance for 1910. That was their theory. What it was they overlooked I do not know
1911	NEWS	NYT-Reg	"Moon's attention are highly interesting.. For instance, in Manila in April, 1910, an enlisted man of the United States Engineer Corps was approached by two officers"
1911	NEWS	NYT-Reg	"this amount, or a total surrender of revenue, based on the fiscal year 1910, of.4,849,933. A glance at the table prepared for the State Department by"
1911	NEWS	NYT-Ed	"South American trade have just published their annual statements of trade opportunities in Argentina in 1910. The total was 133, as compared with 111 in 1909. The encouragement"
1911	NEWS	NYT-Reg	"hour made in the first hourly altitude event on the 25th day of October, 1910. The duration of this flight is shown by the barograph record. The findings"
1911	NEWS	NYT-Ed	"seasonal, the April division being quarterly rather than merely monthly. The increase over 1910 Is another increase in the persistent growth of prosperity despite the best efforts of the"
1911	NEWS	NYT-Reg	"the State. The transfer of the property bears the date of Nov. 11, 1910, and it was recorded on Nov. 14 in the Dutchess County Clerk's office"
1911	NEWS	NYT-Reg	"extensions., "" Therefore we must go back to the offer of Dec. 5, 1910, and it is to be assumed that the same uncertain. complicated method of"
1911	NEWS	NYT-Ed	"on the said Sinking Fund. "" Moreover,, by the Debt-Limit law of 1910 the bonds on docks are excluded from the debt-borrowing computations of this city, and"
1911	NEWS	NYT-Reg	"last month are set down officially as $4,475,9S6, compared with $3,026,116 in July, 1910. Entries of foreign-built automobiles continue to show a falling off. One hundred automobiles"
1911	NEWS	NYT-Reg	", 1911, in comparison with 163 cars, valued at $320,317 in July, 1910. Five hundred and eighty-one cars, valued at $1,422,479, have been imported at"
1911	NEWS	NYT-Reg	"and appraised reached a total last month of $117,509,010. compared with $73,894,904 during July, 1910. FIRE HOUSE BIDS REJECTED. Commissioner Johnson to Readvertise the Specifications. An the"
1911	NEWS	NYT-Ed	"Dr. Maclntyre read two letters from Dr.. One was dated Sept. 6, 1910, the other and briefer one was dated a week ago. The first letter"
1911	NEWS	NYT-Ed	"against $234,000,000 with Great Britain. They imported' from us in their fiscal year 1910 goods to the value of $223,000,000, against $95,000,000 from Great Britain; and they"
1911	NEWS	NYT-Reg	"so the commission is throwing aside the bids which were opened on Oct. 27, 1910. As originally advertised, the plan for this portion of the route called for"
1911	NEWS	NYT-Reg	"was James B. who blew up The Los Angeles Times Building on Oct. 1, 1910, with the loss of twenty-one lives, and John J. who abetted in wrecking"
1911	NEWS	NYT-Reg	ly tied to a wharf. She is kept moving. In the Fall of 1910 he came from Bermuda in his little yacht Oneida and followed the big liner Trent
1911	NF	OldEnglishLibraries	"ii. 344 (Rolls Ser.); and Kennedy, Poems of Cynewulf (1910), 6. In some abbeys the purchase of books, and the copying"
1911	NF	Old-TimeMakers	""" in "" Education, How Old the New "" (Fordham University Press, 1910), that corresponding ups and downs of interest may be traced in the history"
1912	NEWS	NYT-Ed	"$323,597 from the figures of 1911, and by only $4,000,000 from the figures of 1910. Imports of steel products he estimated would be increased to the extent of $20,000,000"
1912	NEWS	NYT-Reg	19120311_4 txt It was in 1910 that Capt. Amundsen was starting on his great expedition to the north pole in
1912	NEWS	NYT-Reg	"reported Lieut. Fermor-Hesketh of the. Royal Fusiliers, who disappeared in October, 1910, and not one word of whom has since been heard. Lieut. Hesketh"
1912	NEWS	NYT-Reg	"to Insert the corporation tax instead of the income tax into the Railroad bill of 1910, he admitted the possible constitutionality of the income tax, but deplored the necessity"
1912	NEWS	NYT-Ed	"its Chairman. This committee made a report to the Mayor on Dec. 27, 1910, a report which was a highly valuable contribution to the subway discussion, and"
1912	NF	ClaraASwainMD	"She was laid to rest in the beautiful cemetery at Castile, December 28, 1910. The prayer of the "" frail little mother of a frail little daughter """
1913	NEWS	NYT-Reg	"shearing until his final direc' tion of the Columbus, n Hocking pool in 1910. During that time he made and lost several fortunes that ran well up into"
1913	NEWS	NYT-Reg	"traffic in New York City, which served during the first half of the year 1910. One of the recommendations made by it in the presentment handed up at the"
1913	NEWS	WallStJrnl	", is the comparison made in the earlier rate cases between the dividends paid in 1910 and in other years The same false comparison was innocently repeated by President Garretson before"
1913	NEWS	WallStJrnl	"the returns of the Commerce Commission showed railroad dividends to the amount of $405,000,000 in 1910 as against only $87,000,000 in 1890. It is true that the Statistics of Railways"
1913	NEWS	WallStJrnl	"against only $87,000,000 in 1890. It is true that the Statistics of Railways for 1910, which by the way is still the latest volume of the series available,"
1913	NEWS	WallStJrnl	"as $294,000,000, this smaller figure representing the real payment to stockholders. Comparison between 1910 and a year so far back as 1890, moreover, ignores the fact that"
1913	NEWS	NYT-Ed	"Support of the Clergy appointed by the General Convention of the Protestant Episcopal Church of 1910 to consider the q ittstion of the support of the clergy, including salaries."
1913	NEWS	NYT-Reg	"company practically devolved, had been disapproved by the Banking Department as long ago as 1910, but the Directors had continued him in his place of responsibility. The examiners"
1913	NEWS	NYT-Reg	"related to increased cost of' livin "", since the last wage adjustment in 1910, which the board found was about 1 per cent. As to the contention"
1913	NEWS	NYT-Reg	", was aside? from the point, inasmuch as wages had been adjusted in 1910, taking most of these facts into consideration. On this point the board agreed"
1913	NEWS	NYT-Reg	". The prevailing opinion of the board is that it must take the adjustment of 1910 as its starting point, and that it can not be controlled In its findings"
1913	NEWS	NYT-Reg	"at that time. "" Many contributions were sent to the Democratic State Committee in 1910, 1911, and 1912. Some of. the checks were made out to"
1913	NF	SouthPoleAccount	"Pole and of making the North-West Passage, but this time again, when in 1910 he left the fjord on his great expedition in the Fram, to drift right"
1913	NF	SouthPoleAccount	. In the course of his two expeditions of 1903 -- 1905 and 1908 -- 1910 he succeeded in opening up a large extent of the unknown continent. We owe
1913	NF	SouthPoleAccount	"It was a great relief to me when Captain Nilsen came home in January, 1910, and was able to help -- which he did with a good will,"
1913	NF	SouthPoleAccount	"100 of the finest Greenland dogs and to deliver them in Norway in July, 1910. The dog question was thus as good as solved, since the choice was"
1913	NF	SouthPoleAccount	"us. # CHAPTER III On the Way to the South The month of May, 1910, ran its course, beautiful as only a spring month in Norway can be"
1913	NF	SouthPoleAccount	"-- and all safe and well. Conscious of this, we said good-bye to 1910 in all friendliness over a good glass of toddy in the evening, and wished"
1913	NF	NewIdealsInRural	"duplicated from other States: -- In Kansas, the local school tax paid in 1910 by towns and cities was above eighty per cent more than that paid by country"
1914	MAG	Nation	"Hospital since 1897. He had been professor of medical ethics and clinical urology since 1910 at the New York Homeopathic Medical College and Hospital and v, -- fling surgeon"
1914	MAG	NewRepublic	"widespread system of their kind in the world. Work was begun in February, 1910, with eighty-two agencies. By July, 1913, in the eight administrative districts"
1914	MAG	NewRepublic	"marketing power into their own hands and administer it in their own interests. By 1910, States like Iowa, Minnesota and Dakota had hundreds of these groups handling grain"
1914	NEWS	NYT-Ed	"and industrial Progress. Dr. Roland P. Falkner, who was Assistant Director of the 1910 census, it was announced yesterday, has been made Director of the National Survey"
1914	NEWS	NYT-Reg	". Lieut. Gen. Sir John Spencer Ewart, Adjutant General of the forces since 1910, entered the army in 188i. He saw active service in Egypt and was"
1914	NEWS	Chicago	state convention today recommend the nomination of Theodore Roosevelt as a candidate for president in 1910 met with failure. A resolution to that end adopted by the Republican caucus of
1914	NEWS	NYT-Reg	"criticism. Mr. Cusle?, whose service on the board dates from October, 1910, was referred to as a representative stockholder from Pennsylvania with much experience in large"
1914	NEWS	NYT-Reg	"dropped out of the directorate. John L. Dillard was placed on the board in 1910 and resigned on Aug. 11 last, and In September Charles F. Brooker, James"
1914	NEWS	NYT-Reg	"an ownership of, 100 shares, wad been.' on the board since 1910, retired. On Oct. 15 Skinner, Thomas De Witt Cuyler, who had"
1914	NEWS	NYT-Reg	"Thomas De Witt Cuyler, who had been a. Director since Oct. 26, 1910, and A. Heaton Robertson, who was elected on May et 1907, resigned"
1914	NEWS	NYT-Reg	"refused to swear allegiance to American authoritiy. He left Manila on June 28, 1910, on the steamer Teen for Hongkong, where he has been, watched by"
1915	NF	Dinosaurs With	"way to work these banks was from a boat; consequently in the summer of 1910 our party proceeded to the town of Red Deer, where the Calgary-Edmonton railroad crosses"
1915	NF	Dinosaurs With	", Geol. Centralbl. and other scientific journals. HUTCHINSON, REV. F.N., 1910. Extinct Monsters and Creatures of Other Days. Chapman &; Hall, London."
1915	NF	Dinosaurs With	". Nat. Hist., vol. v, pp. 461-558. LULL, R.S., 1910. Dinosaurian Distribution. Am. Journ. Sci., vol. xxix, pp. 1-39"
1915	NF	Dinosaurs With	"Field Museum of Nat. Hist. Publications, Geology. SCHUCHERT, CHAS., 1910. Palaeogeography of North America. Bull. Geol. Soc. Am., vol."
1915	NF	HealthWorkInPublic	"came now to his office.... The city paid for 195,000 vaccinations. "" In 1910 smallpox again broke out, this time in the southeastern part of the city,"
1915	NF	HealthWorkInPublic	vigorous measures were taken among adults and the epidemic was checked. Every year since 1910 there have been cases of smallpox in Cleveland. The Board of Health no longer
1916	MAG	NewRepublic	question has taken on a new aspect since the publication by the Immigration Commission in 1910 of the results of the investigation carried on under the direction of Professor Franz Boas
1916	MAG	NewRepublic	"population has steadily decreased, and has fallen to less than II per cent in 1910, none of which is the result of immigration. On the other hand,"
1916	NEWS	NYT-Reg	"April. 1 always thought there was snow on the ground. It was in 1910. I should say it could be fixed by the railroad. "" "" And"
1916	NEWS	NYT-Reg	"had never had. further talks with the Mayor about this matter after May, 1910. "" "" But you were paid in 1912, two years after that?"
1916	NEWS	NYT-Reg	", and has twice carried the State in his campaigns for the Governorship. Since 1910 he has been on the Supreme bench. He has caused no enmities in the"
1916	NEWS	NYT-Reg	"Mount Vernon, and New Rochelle. The rate of pay on June 30, 1910, was 25 cents an hour for motormen and conductors during their first year of"
1916	NEWS	NYT-Reg	". "" Already 1 had been a sort of agent Of his since November, 1910, but it was not until last month that I assumed my present post."
1916	NEWS	NYT-Ed	"steel. In the early and dark nineties it was consuming 16,000,000, and in 1910 he thou4litpit Would need 25; 0002- 000. In 1916 it) le eoneturting"
1917	NF	LibraryWorkWith	") ALICE A. BLANCHARD. Report of the Committee on Story-Telling. (Playground, 1910, P. 160.) ANNIE CARROLL MOORE. Reading Clubs for Older Boys and"
1917	NF	LibraryWorkWith	"SAMUEL SWETT GREEN. The Children's Museum in Brooklyn. (Library Journal, 1910, p. 149.) MIRIAM S. DRAPER. Work with Children at the Colored"
1917	NF	LibraryWorkWith	"at the Colored Branch of the Louisville Free Public Library. (Library Journal, 1910, p. 160.) RACHEL D. HARRIS. The Foreign Child at a St."
1917	NF	LibraryWorkWith	"1904 to 1907; supervisor of children's work in small branches from 1907 to 1910, and since that time has been a branch librarian. # Work with children"
1917	NF	LibraryWorkWith	"and classifier of the Medford Public Library, where her sister was librarian. In 1910, after her sister's death, she became librarian of the Medford Public Library"
1917	NF	LibraryWorkWith	"eleven years school reference librarian in the Public Library of Brookline, Mass. Since 1910 she has had positions in the Library of the U. S. Department of Agriculture and"
1917	NF	ChessStrategy	"as before. # II. FROM A GAME ED. LASKER-ROTLEVI (HAMBURG, 1910). # -- -- -- -- -- -- -- -- -- -- -- --"
1918	NEWS	NYT-Let	"of the American delegation to the Fourth Pan American Congress at Buenos Aires, (1910,) and as Special Ambassador to Chile for the celebration of the centenary of"
1918	NF	SchoolHistoryGreat	"wished of this world's goods and possessions. AUSTRIA-HUNGARY. -- The Austro-Hungarian Monarchy in 1910 had a population of 49,000,000, made up of peoples and races who spoke different"
1910	NF	AmericanMenMind	"him famous as a humorist; died at Redding, Connecticut, April 22, 1910; published many collections of short stories and several novels. BANCROFT, GEORGE."
1910	NF	AmericanMenMind	"Cambridge Museum of Comparative Zooelogy, 1874-85; died at sea, March 29, 1910. GRAY, ASA. Born at Paris, Oneida County, New York,"
1910	NF	MedicalChaosCrime	"I will quote the account given in the N. Y. Swn of January 23, 1910, which is substantially correct: "" Philadelphia, Jan. 22.? After living"
1912	NF	NegroAtWorkInNew	"investigation possible. The material was gathered between January, 1909, and January, 1910, except about four weeks in August, 1909, during the time that I"
1912	NF	NegroAtWorkInNew	"1900, white 20.8 per cent, Negro 20.6 per cent; from 1900 to 1910, white 27.7 per cent, Negro 20.6 per cent. That is, when"
1912	NF	NegroAtWorkInNew	-- -- -- -- -- -- -- + -- -- -- -- -- -- -- 1910. No. Per cent + -- -- -- -- -- -- -- -- --
1912	NF	NegroAtWorkInNew	", Industrial History of the United States, Revised edition, (New York, 1910), pp. 308-9. 7 Kelsey, The Negro Farmer, (Chicago, 1903"
1912	NF	NegroAtWorkInNew	"1,312,20322,496 6,74142.8 599,495 9,153 3,50061.9 1890 1,668,86726,330 3,83417.0 838,54711,307 2,15423.5 1900 2,270,62042,299 15,96960.6 1,166,58218,367 7,06062.5 1910 3,132,53269,700 27,40364.8 1,634,35122,702 4,33523.6 -- -- -+ -- -- -- -- -+ -- -- --"
1912	NF	NegroAtWorkInNew	"of Manhattan and Brooklyn, are estimates of censuses 1790-1890. Figures for 1900 and 1910 are exact. C Decrease. To summarize the point, while the Negro population"
1912	NF	NegroAtWorkInNew	"district in the West Sixties, based upon the latest figures of the Census of 1910. This is given in Diagrams III and IV (pp. 50-51) 42 With"
1912	NF	NegroAtWorkInNew	males will be a good index. The approximate number of Negro union members in 1910 and union wages in 1909 were about as follows: 63 Asphalt pavers and helpers
1912	NF	NegroAtWorkInNew	"entering business for themselves. Facts about the length of residence before January 1st, 1910, of 363 proprietors are no less illuminating than their birth-places. Both show the"
1912	NF	NegroAtWorkInNew	". TABLE XXI. LENGTH OF RESIDENCE IN NEW YORK CITY, BEFORE JANUARY, 1910, OF PROPRIETORS OF 309 NEGRO BUSINESS ENTERPRISES, MANHATTAN, 1909. -- -- --"
1912	NF	AmericanTransportation	"earnings of the railways of the United States in the year ending June 30, 1910, were $2,750,667,435; their operating expenses, $1,822,630,433. The interest on their funded"
1912	NF	AmericanTransportation	"or how low their rates shall be. The dividends on their stock amounted in 1910 to but 16 per cent. of their operating expenses. It is, therefore"
1912	NF	AmericanTransportation	"almost 1,700,000 men. The number of passengers transported by them in the fiscal year 1910 was 971, 683,199. On the average every inhabitant takes over ten railway trips"
1912	NF	AmericanTransportation	", therefore, been able since then to handle their business? including that of 1910, which exceeded in volume that even of 1907? without the costly trouble and"
1912	NF	AmericanTransportation	"traffic handled. This, at least, is not true. Between 1900 and 1910 the passengers killed, per 1,000,000,000 passengers carried one mile, decreased from 15.56 to"
1912	NF	AmericanTransportation	according to one or more of these standards. The result was the passage in 1910 of a federal law requiring the Interstate Commerce Commission to specify the standards to be
1913	NF	BriefCourseInTeaching	""" Stenographic Reports of High School Lessons, "" Teachers College Record, September, 1910, pp. 18-26. CHAPTER XII SOCIAL PHASES OF THE RECITATION EMPHASIS has already been"
1913	NF	MakingFarmPay	the weather up to $200 and over for the very best. The prices for 1910 ranged from $140 to $190 per ton. In the Southwest it is becoming more
1913	NF	scan	"For example, the National I lousing Association was established in the United States in 1910. But these efforts, fine as they have been, are scarcely able to"
1914	NF	PsychologySocial	"1909 Psychotherapy, New York, 1909 Psychology and the Teacher, New York, 1910 American Problems, New York, 1910 Psychologie und Wirtschaftsleben, Berlin, 1912 Vocation"
1914	NF	PsychologySocial	"Psychology and the Teacher, New York, 1910 American Problems, New York, 1910 Psychologie und Wirtschaftsleben, Berlin, 1912 Vocation and Learning, St. Louis, 1912"
1915	NF	HumanPhysiology	"the cerebellum, were continued in our laboratory by Magnini under Baglioni's guidance (1910). Baglioni's previous work had proved that local application of weak solutions of"
1916	NF	QuestQuaint	"529. txt // out of the ordinary. Bequeathed to the Museum in 1910, it charms visitors by its beauty of line and decoration and by its unusual"
1916	NF	PortBoston	"bushels in 1900, to 82,000,000 bushels in 1905, to 119,000,000 bushels in // 1910, to 198,000,000 bushels in 1912 and 189,116,000 bushels in 1913.1 In spite of the"
1917	NF	UnitedStatesPost	In 1905 safety paper began to be used in making the money-order forms. In 1910 an important step was taken in eliminating the duplicate feature of the money-order forms.
1919	NF	BookHalloween	"burned and the Tuatha were thought to appear on Samhain, to as late as 1910, testimony to actual appearances of the "" little people "" is to be found"
1919	NF	SociologyModern	"; in 188o, 5.0 1890, 4.9; in 1900, 4.7; in 1910, 4.5; and in 1920, 4.3. If we include only private families"
1919	NF	SociologyModern	"in August they go down to 79; but in t hr United States in 1910 in March deaths were at I l l as,? ur pared with the"
1919	NF	SociologyModern	"laborers, it is said, is no objection to them. The census of 1910 showed a very uneven distribution of the foreign born among the different classes of occupations"
1919	NF	SociologyModern	", therefore, is the number in our population who can-not speak English. In 1910 the number of persons in the // United States above the age of ten years"
1919	NF	SociologyModern	"It is said that crime is apt to accompany migration. However, down to 1910 our immigrants have not shown any exaggerated tendency to crime. The special prison census"
1919	NF	SociologyModern	"immigrants have not shown any exaggerated tendency to crime. The special prison census of 1910 showed that 26.2 per cent of the male white prisoners were foreign born, while"
1919	NF	SociologyModern	"census, however, showed that 33.8 per cent of native white prisoners committed during 1910 were born of foreign parents, while this element constituted only 27.6 per cent of"
1919	NF	SociologyModern	"This is especially true of the Southern Italian. For example, the census of 1910 showed that 36.5 per cent // of the foreign-born prisoners committed for homicide during 1910"
1919	NF	SociologyModern	"1910 showed that 36.5 per cent // of the foreign-born prisoners committed for homicide during 1910 were Italians, whereas in 1900 Italians con stituted only 9.9 per cent of the"
1919	NF	SociologyModern	constituted but slightly over 7 per cent of the entire population of the city in 1910. In the matter of poverty and dependence the foreign born make a more unfavorable
1920	FIC	DrumsJeopardy	"! Not since the advent of the Gaekwar of Baroda into San Francisco, in 1910, had so many fine stones passed through that port of entry. But why"
1920	FIC	BackGodsCountry	"winter of terrible cold, of deep snow, of famine and pestilence -- the winter of 1910. The first oppressive gloom of it added to the fear and suspense that began"
1920	FIC	PoemsHenryVanDyke	"years, -- True wisdom comes with laughter and with tears. November 30, 1910. STARS AND THE SOUL (TO CHARLES A. YOUNG, ASTRONOMER) "" Two"
1920	FIC	PoemsHenryVanDyke	"OF THE EVERLASTING BOY ODE FOR THE HUNDREDTH ANNIVERSARY OF LAWRENCEVILLE SCHOOL June 11, 1910 I The British bard who looked on Eton's walls, Endeared by distance in"
1920	FIC	PoemsHenryVanDyke	"1912. WHO FOLLOW THE FLAG PHI BETA KAPPA ODE HARVARD UNIVERSITY June 30, 1910 I All day long in the city's canyon-street, With its populous cliffs alive"
1922	FIC	BreakingPoint	"him than ever after Clark gave him the ranch. "" In the spring of 1910 Henry wrote me that he was not well, and I went out to see"
1922	FIC	AnnaChristie	"later. ACT IV The same. Two days later. Time of the Play -- About 1910. ACT I SCENE -- "" Johnny-The-Priest's "" saloon near South Street, New York"
1922	FIC	RaggedEdge	and flow in opposite directions. It was a gray day in the spring of 1910. A tourist caravan of four pole-chairs jogged along a narrow street. It had
1922	FIC	ContemporaryAmerican	"1903. The Bride of the Mistletoe. 1909. The Doctor's Christmas Eve. 1910. The Heroine in Bronze, or A Portrait of a Girl. 1912."
1922	FIC	ContemporaryAmerican	BIBLIOGRAPHY *The Perfect Tribute. 1906. The Militants. 1907. *The Lifted Bandage. 1910. The Counsel Assigned. 1912. The Marshal. 1912. The Three Things
1922	FIC	ContemporaryAmerican	". (Originally published under the pseudonym, "" Gordon Stairs, "" London, 1910.) No. 26 Jayne Street. 1920. STUDIES AND REVIEWS Overton. Am"
1922	FIC	ContemporaryAmerican	a Baby. 1904. The Domestic Adventurers. 1907. *Biography of a Boy. 1910. While Caroline Was Growing. 1911. Margarita's Soul. 1909. (
1922	FIC	ContemporaryAmerican	""" are widely popular. BIBLIOGRAPHY Adventures in Contentment. 1907. Adventures in Friendship. 1910. The Friendly Road. 1913. Hempfield. 1915. Great Possessions. 1917."
1922	FIC	ContemporaryAmerican	. The Log of the Sun. 1906. Our Search for a Wilderness. 1910. (With Mrs. Beebe.) Tropical Wild Life in British Guiana. 1917.
1922	FIC	ContemporaryAmerican	1906. Rose MacLeod. 1908. The Story of Thyrza. 1909. Country Neighbors. 1910. (Short stories.) John Winterbourne's Family. 1910. The One-Footed
1922	FIC	ContemporaryAmerican	. Country Neighbors. 1910. (Short stories.) John Winterbourne's Family. 1910. The One-Footed Fairy. 1911. (Short stories.) The Secret of
1922	FIC	ContemporaryAmerican	"03): 82 (portrait). Lond. Times, Mar. 17, 1910: 95. R. of Rs. 55 (' 17): 214 (portrait"
1922	FIC	ContemporaryAmerican	"Digest, 1915, 1920. +Hilda Conkling+ -- poet. Born at Catskill-on-Hudson, New York, 1910, daughter of Grace Hazard Conkling (q.v.). She began to talk"
1922	FIC	ContemporaryAmerican	"), 765. STUDIES AND REVIEWS Eaton, W.P. At the New Theatre. 1910. Moses. New Repub. 9 (' 16): 217. Touchstone,"
1922	FIC	ContemporaryAmerican	. 1908. Oliver Wendell Holmes and His Fellow Boarders. 1909. Among Friends. 1910. Humanly Speaking. 1912. Three Lords of Destiny. 1913. Meditations on
1922	FIC	ContemporaryAmerican	R.J.'s Mother and Some Other People. 1908. The Way to Peace. 1910. The Iron Woman. 1911. The Voice. 1912. Partners. 1913
1922	FIC	ContemporaryAmerican	by Mr. Dooley. 1902. Dissertations by Mr. Dooley. 1906. Mr. Dooley Says. 1910. Mr. Dooley on Making a Will and Other Necessary Evils. 1919. STUDIES
1922	FIC	ContemporaryAmerican	The American Stage of Today. 1908. At the New Theatre and Others. 1910. Barn Doors and Byways. 1913. The Man Who Found Christmas. 1913
1922	FIC	ContemporaryAmerican	"St. Louis, Missouri, 1888. A.B., Harvard, 1909; A.M., 1910. Studied at the Sorbonne, Paris, and at Merton College, Oxford."
1922	FIC	ContemporaryAmerican	o' Life and Other Poems. 1909. Earth Cry and Other Poems. 1910. The Dreamers. 1917. STUDIES AND REVIEWS Bookm. 16 (' 02)
1922	FIC	ContemporaryAmerican	Princess. 1907. The Earth Passion. 1908. The Breaking of Bonds. 1910. Twelve Japanese Painters. 1913. Mr. Faust. 1913. *Sonnets of a Portrait
1922	FIC	ContemporaryAmerican	A Novel. 1908. The Winning Lady. 1909. The Green Door. 1910. The Butterfly House. 1912. The Yates Pride. 1912. The Copy-Cat
1922	FIC	ContemporaryAmerican	the Hour. 1905. The Lion's Share. 1907. By Inheritance. 1910. Stories That End Well. 1911. A Step on the Stair. 1913
1922	FIC	ContemporaryAmerican	"Forest Ranger. A Romance of the Mountain West. 1909. *Other Main-Traveled Roads. 1910. Victor Ollnee's Discipline, 1911. (Novel.) The Forester's"
1922	FIC	ContemporaryAmerican	"Anarchists of 1886. 1909. The Man Shakespeare. 1909. Montes, the Matador. 1910. (Short stories.) Shakespeare and his Love. 1910. The Women"
1922	FIC	ContemporaryAmerican	", the Matador. 1910. (Short stories.) Shakespeare and his Love. 1910. The Women of Shakespeare. 1911. Gravitation. 1912. Unpathed Waters. 1913"
1922	FIC	ContemporaryAmerican	Master of the Inn. 1908. *Together. 1908. A Life for a Life. 1910. The Healer. 1911. One Woman's Life. 1913. His Great
1922	FIC	ContemporaryAmerican	. Dramatic Passages. 1909. Seven English Cities. 1909. Imaginary Interviews. 1910. My Mark Twain. 1910. Parting Friends. 1911. (Farce.)
