YEAR	TYPE	SOURCE	CONTEXT
1888	NEWS	NYT-Reg	"years in the penitentiary for robbing a safe in Philadelphia, but was pardoned in 1883 and has kept out of the hands of the police since then until now."
1888	NEWS	NYT-Reg	"in believing that its recommendation will be agreed to by a large majority. In 1883 H. H. Warner, the celebrated Rochester manufacturer, bought an island in Saginaw Bay"
1888	NEWS	NYT-Reg	"record, making it 7 days 1 hour and 50 minutes. In September, 1883, she made the westward record 6 days 21 hours and 40 minutes, and"
1888	NEWS	NYT-Reg	"company, and for the same line. The Oregon made her first trip in 1883, and, as rapidly as the Alaska had done, began to come to"
1888	NEWS	NYT-Ed	"consulted. "" It appears that the duty on iron ore was sneakingly increased in 1883 through the fraudulent intervention of the tariff lobby at Washington; and it would be"
1889	MAG	Atlantic	"other witnesses, to the I leave this as I wrote it in June, 1883. Since then another version of the facts has been suggested by W. L. Stone"
1889	MAG	Atlantic	"of disputed questions. Mr. Carlisle was selected as the candidate of his party in 1883, at the end of what appeared to be a most vigorous struggle between the"
1889	NEWS	NYT-Ed	". He got un the petition for the appointment of the Rapid Transit Commission in 1883, and it was virtually a petition in the interest of the cable schemers and"
1889	NEWS	NYT-Ed	"year the actdal foreign trade fell to 7,170,000, - 000f, from 8,255,000,0001. in 1883. The imports were less by nearly 720,000.0001., but at the same time the"
1889	NEWS	NYT-Ed	"under the "" general "" head. that had fallen from 10,44' 7.000.000f. in 1883 to 10,234,000,0001. in. 1884 continued to decline, falling to 9,885,000,000f. in 1885, 9,361,000,0001."
1889	NF	ComingFriars	"inevitable that, among the many utterances with which we were treated in the year 1883, many should be very foolish, and not a few mischievous and erroneous."
1889	NF	ComingFriars	"astonishing list of religious denominations which the Registrar-General was enabled to compile for the year 1883; but that proves little, inasmuch as the closer a religious corporation is,"
1889	NF	ExterminationAmerican	"... 1880 34,901 176,200 4,570$13,140 1881 23,355 151,800 26,601 89,030 1882 2,124 15,600 15,464 44,140 1883 6,690 29,770 21,869 67,190 1884 None.... 529 1,720 + -- -- -+ -- --"
1889	NF	ExterminationAmerican	"and about 10,000 robes, at an average cost of about $8.50. "" In 1883 we purchased from 6,000 to 7,000 hides and about 1,500 to 2,000 robes at a"
1887	NF	BuchanansJournal	"book, which was' The Irish Educational Guide and Scholastic Directory,' for 1883 and 1884, published by John Mara, 17 Crow Street, Dublin; and"
1887	NF	AutobiographyFrank	"I did very little in 1882; I was in the church but once in 1883, and in 1884 I attempted to talk only a few times, yet all"
1889	NF	ExterminationAmerican	"of robes this season was also comparatively small, and nominally robes carried over from 1883. "" In 1885 the collection of hides amounted to little or nothing. """
1889	NF	ExterminationAmerican	"cents, and bull robes $1.15. On the northern range, from 1881 to 1883, the prices paid were much higher, ranging from $2.50 to $4. Illustration"
1889	NF	ExterminationAmerican	"of pemmican in Winnipeg was once as low as 2d. per pound, but in 1883 a very small quantity which was brought in sold at 10 cents per pound."
1889	NF	ExterminationAmerican	"altogether on the range, and when I saw her, in the fall of 1883. I estimated her weight at 1,800 pounds. She was a brindle, and"
1889	NF	ExterminationAmerican	"kindly furnished by Prof. C. A. Kenaston, who in 1881, and also in 1883, made a thorough exploration of the country between Winnipeg and Fort Edmonton for the"
1889	NF	ExterminationAmerican	"killed fourteen, and could have killed more had they been more blood-thirsty. In 1883 Professor Kenaston found the fresh trail of a band of twenty-five or thirty buffaloes at"
1889	NF	ExterminationAmerican	"condition, and there was no pemmican or buffalo meat at the fort. In 1883, however, a little pemmican found its way to Winnipeg, where it sold"
1889	NF	ExterminationAmerican	"thousand buffalo robes. In 1880 it had fallen to about twenty thousand, in 1883 not more than five thousand, and in 1884 none whatever. We are sorry"
1889	NF	ChopinOtherMusical	"there was still a ludicrous popular prejudice against literary utterances by a musician. In 1883, however, after Wigand had issued a third edition of the "" Collected Writings"
1889	NF	Arena Volume4 (1)	"the years 1873 and 1877, while in 1876, 1879, 1882, 1883, 1886, and 1887, there were two each. The longest ministry was"
1889	NF	Arena Volume4	"second, presided over by M. Jules Ferry, which lasted from February 21, 1883, to April 6, 1885, or a few weeks over two years."
1889	NF	Arena Volume4	"December 13, 1877, and M. Fallieres from January 29 to February 21, 1883. The persistency with which the reactionists refuse to recognize the legal government of France"
1889	NF	Arena Volume4	"appearance on any stage as old Eccles in "" Caste, "" in May, 1883. From that time to the day of his death, which sad event occurred"
1890	MAG	NorthAmRev	"people have increased from 50 to 100 per cent., and that from 1843 to 1883 the income from capital increased 210 per cent., while the income of the working"
1890	MAG	NorthAmRev	". Foreign commerce reached the highest mark in 1880, 1881, 1882, and 1883, averaging for those years *1,500,000,000 per annum. It has not reached that figure"
1890	MAG	NorthAmRev	"in 1881,? 694,000,000; in 1882 it reached? 719,000,000, and in 1883,? 732,000,000, which is the * American Almanac, 1S89, page 72."
1890	MAG	NorthAmRev	"present they are premature. The fate of the reciprocity treaty signed with Mexico in 1883 demonstrates the correctness of this view. That treaty, which was initiated by this"
1890	MAG	NorthAmRev	"poverty, is apt to hide the past and everything connected with it. In 1883, when my acquaintance with the Salvation Army began, there were sir "" barracks"
1890	MAG	NewEngYaleRev	"last hours. The constitutionality of this statute was considered by the Supeme Court in 1883 and decided in what are known as the "" Civil Rights Cases, "" reported"
1890	MAG	Atlantic	"American citizens. "" Civil service reform, as embodied in the Pendleton Act of 1883, does not deny to an office - holder any rights which properly belong to"
1890	MAG	Century	"moved by his suppressed in- 1 Burton N. Harrison in THE CENTURy, November, 1883, pp. 134' 137. 2 Ibid., p. 133. 3 Ibid., p. 136."
1890	MAG	Century	"some saw one part and some another. In THE CENTURy MAGAZINE for November, 1883, there was an article by Colonel Harrison, Mr. Davis's private secretary,"
1890	MAG	Century	"But larger quarters being needed, a // separate establishment was built and opened in 1883, its cost being about $*o, ooo. This place is so admirable in"
1890	MAG	Century	"large part, of the famous report of the royal commission on that subject in 1883, although no legislation has as yet resulted from the report. The English people"
1891	FIC	MedicalEssays1842-1882	"are to live for a time as not wholly unvalued reminiscences. March 21, 1883. PREFACE TO THE NEW EDITION. These Essays are old enough now to go"
1891	FIC	InitialStudies	"magazine, the Overland Monthly, which ran until 1875, and was revived in 1883. It had a decided local flavor, and the vignette on its title-page was"
1891	MAG	Harpers	"north of Escondido, wheI' 4* a woman with an invalid husband settled in 1883. The ground was thickly covered with brush, and its only product was rabbits"
1891	MAG	NewEngMag	""" was published in 1834; the author's last revision was put forth in 1883; and he died, a few weeks ago, at the age of ninety"
1891	MAG	Atlantic	". Here, for instance, is part of a letter written in May, 1883: - "" Of course you are curious to see, or rather to hear"
1891	MAG	Atlantic	"a passage which was quoted at length by the Indian commissioner in his report of 1883 with renewed recommendations: "" Civilization has loosened, in some places broken, the"
1891	MAG	Scribners	"1881... 3,203 1.000 8,217 64 2 54 1,2... 5,500 21,325 06 2 85 1883... 4,250 5,200 14.908 67 3 36 1884... 6,253 1,000 18,756 14 3 00"
1891	MAG	Scribners	"reputation as a financier, a debater, and a party leader, and from 1883 to 1886 was the chief of a coalition ministry never even challenged by a vote"
1891	MAG	Scribners	"raised, and a conference of all the colonies assembled in Sydney in November, 1883, at which it was agreed that federation of some kind was possible and necessary"
1891	MAG	Scribners	"and of one of its political parties, who drafted the Federal Council act of 1883, and is chiefly responsible for the form of the Commonwealth Bill now under consideration"
1892	FIC	Marriages	2506 THE SLEEPING CAR*** Transcribed from the 1883 James R.
1892	FIC	RabbiPriest	"correspondent to the London Times, and republished in pamphlet form in this country in 1883. Footnote 21: Historical. CHAPTER XXXV. MAN'S INHUMANITY TO MAN."
1892	FIC	ChangeHeart	Princess Casamassima and The Tragic Muse. He published the play version of Daisy in 1883 and the following year turned down a proposal that he dramatize The Portrait of a
1892	FIC	ChangeHeart	"times before, and as recently as 1880, in Washington Square. Yet in 1883 he felt this need, and he began The Bostonians. It is an unusual"
1892	FIC	ChangeHeart	"of Dublin, Ireland. PAGE 11 HJ to J. R. Osgood, 5 May 1883 (U). This letter is in the Yale University Library. THE DRAMATIC"
1892	MAG	Century	"to the Lottery has come from the new postal regulations. At various times since 1883, Inspector George A. Dice has done efficient work in obtaining evidence of violations of"
1892	MAG	Harpers	aside for parks (something like a million // and a half of dollars since 1883). The method of raising the money for new work is to issue bonds
1892	MAG	Harpers	"in 1873, $6,650,000 in 1876, $9,575,000 in 1880, $19, - - 000,000 in 1883, has grown to $25,000,000 in 1891. The function of the constitutional lawyer has"
1892	MAG	NewEngMag	"Doctor of Divinity by Harvard University in 1877; but it was not until about 1883, when the venerable Dr. Peabody, the best beloved of all Harvard's preachers"
1892	MAG	NorthAmRev	"1890 806 2,812 1885 307 1,530 1889 492 1,772 1884 389 1.760 1888 667 2,204 1883 473 1,910 1887 656 1,916 1882 380 1,588 1886 416 1.409 It is quite obvious"
1892	MAG	NorthAmRev	"say whether or not train accidents are relatively fewer than they were in 1882 and 1883, but I think that anybody at all familiar with the conditions of railroad operation"
1892	MAG	Atlantic	"and a half is said to have evaporated in pine smoke; then again in 1883, when abnormal snows and rains sent the mountain streams down the gulches in torrents"
1892	MAG	Scribners	"seen, the last buffalo were killed in the NQrthwest near the boundary line in 1883, and that year may be said to have finished up the species, though"
1893	FIC	MainLine	"the following year. It was produced under Belasco's direction on December 10, 1883, with the following cast: Dr. Van Arnem Walden Ramsay John Delmer W. J."
1893	FIC	MainLine	"; or, Duty (Madison Square Theatre, New York, December 10, 1883); privately printed, copyright by M. H. Mallory c1883. The Main Line"
1893	FIC	MainLine	"Pacific Air Line railroad. TIME CARD Act I: Noon, October 16, 1883. The danger signal. Act II: Sundown, next afternoon. Off the"
1893	MAG	Century	"our secret. Your affectionate uncle, PHILLIPS. J EYPORE, January 7, 1883. Mv DEAR GERTIE: I wish you had been here with me yesterday."
1893	MAG	Century	"your affectionate uncle, PHILLIPS. S. S. VERONA, Sunday, March i8, 1883. Mv DEAR GERTIE: It seems to me that our correspondence has not been"
1893	MAG	Century	"ON THE P. AND 0. STEAMSHIP VERONA, NEAR SUEZ, March 19, 1883. LITTLE MISTRESS JOSEPHINE, 1 Tell me, have you ever seen Children half"
1893	MAG	Century	"P. 1 Daughter of the Rev. J. C. Brooks. GIBRALTAR, April i, 1883. Mv DEAR GERTIE: I am so sorry that you have been ill."
1893	MAG	Century	"Your affectionate uncle, PHILLIPS. WESTMINSTER PALACE HOTEL, LONDON, June 3, 1883. Mv DEAR TooD: Your wicked papa has not sent me any letter this"
1893	MAG	Century	"doll. Your affectionate uncle, PHILLIPS. WESTMINSTER PALACE HOTEL, July io, 1883. Mv DEAR CERTIE: How dreadfully ill you must have been! Everybody here"
1893	MAG	Century	"you for your little note. Your loving uncle, Sunday, August is, 1883. DEAR GERTIE: I bought the prettiest thing you ever saw foryou the other"
1893	MAG	Century	"Agnes and Tood. Your affectionate uncle, P. // JNNSBRUCK, August 26, 1883. DEAR GERTIE: How I envy the little Tyrolese girls their health and strength"
1893	MAG	Century	"you a great deal. Your affectionate uncle, * MUNICH, September 2, 1883. DEAR GERTIE: When I came away the first man th&t wrote me a"
1893	MAG	NewEngMag	"by the state. This tax greatly increased the income of the University. In 1883 it was increased to one eighth of a mill on the dollar, and such"
1893	MAG	NewEngMag	"the Experiment Station at the University. The station was organized by the legislature in 1883, and the state now contributes $5, ooo annually to its support. It"
1893	MAG	NewEngMag	"i88o, 262; in i88r, 328; in 1882, 258; in 1883, 298; in 1884, 4oo; in 1885, 434; in i886"
1893	MAG	NewEngMag	"added, making thirteen; and in 1892 the number was made fifteen. In 1883 jurisdiction in equity cases was given to the superior court for the sake of relieving"
1893	MAG	NorthAmRev	"in Massachusetts are as severe as those in London, England? In the year 1883 the percentage of pauperism in London, of persons receiving in-door or out-door relief,"
1893	MAG	Atlantic	"could tell. It was not, however, until the 18th of January, 1883, that Congress gave to the country what was known as "" the Pendleton Law"
1894	MAG	NewEngMag	"was the high-water mark. From that year the number steadily diminished, until in 1883 there were 701,000 reported, and in 1892, 825,000. Through the influence of"
1894	MAG	NewEngMag	"Nebraska, 1877; California, Minnesota and New Jersey, 1879; Montana, 1883; New Mexico, 1884; Missouri, i88* Kansas and Wyoming, i886;"
1894	MAG	NewEngMag	", 1879; XVashington and Baltimore, i88i; Cincinnati, 1882; Buffalo, 1883; Sagamore House, Lake George, 1885; Milwaukee, i886; Round Island"
1894	MAG	Scribners	"most important and remarkable effort of his life. The account bears date January, 1883, and was thus written more than ten years ago. It was written without"
1894	MAG	Atlantic	"I am moved to mention the fact that, on the fiftieth anniversary, in 1883, of my graduating from the college, when I was invited, as representing"
1895	MAG	NorthAmRev	". The United States Civil Service Commission was the agency created by the law of 1883 to put the machinery for improving the civil service in motion, and to it"
1895	MAG	NorthAmRev	"civil service have been of great value in supplementing the provisions of the act of 1883. They were subsequently included in general terms in the Postal Laws and Regulations,"
1895	MAG	NorthAmRev	"This was a third admirable and far-reaching step beyond the requirements of the act of 1883. In this relation the opinion of the present Postmaster-General, as expressed in an"
1895	MAG	NorthAmRev	"the law being necessary, is one of several admirable fiexibilities of the act of 1883. Regular examinations of applicants for appointment are held at least twice a year at"
1895	MAG	Scribners	"to fight. The secretary of the Commission was, in the original law of 1883, allowed a salary of $1,600 a year. As the Commission's force and"
1895	MAG	Scribners	"was to increase his salary by $400 over that provided in the original law of 1883, and was therefore out of order. He also produced a list of twenty"
1896	FIC	LoveAffairsBibliomaniac	"and litterateur, John Payne Collier. In the London newspapers of Sept. 21, 1883, it was reported that "" the remains of the late Mr. John Payne Collier"
1896	FIC	Poems	": FLOWERS FOR THE BRAVE from The poems (1896) (DECORATION DAY, 1883) Here bring your purple and gold, Glory of color and scent; Scarlet"
1896	MAG	Harpers	"have "" presided at an American bar "" at a festival of some sort in 1883. It was Mr. Lowell's wish that this should be set right; that"
1896	MAG	Atlantic	some pro-. China and the Western World. 459 240.3. In the year 1883 there were 84 manufactories using steam or hydraulic power. In the year 1893 there
1897	MAG	NewEngMag	"it with greater emphasis in 1882. The list of contributors begins with January, 1883, and from this date there is no delay in moving forward, until in"
1897	MAG	Atlantic	traffic can be made to yield much more revenue than has been supposed. In 1883 the principal fees were doubled in Boston without diminishing the number of applications. They
1897	MAG	Atlantic	"and as many times he refused it. When, therefore, one day in 1883, Mr. Gladstone said to the Laureate's son that, for the sake of"
1898	FIC	ArsRecteVivendi	"admit that they belonged to the large class of ungentlemanly gentlemen. (December, 1883) THEATRE MANNERS An admirable actress said the other day that the audience in the"
1898	FIC	ArsRecteVivendi	"audience will do with its sincere approval what Mr. Thomas did. (April, 1883) WOMAN'S DRESS The American who sits in a street omnibus or railroad-car and"
1898	FIC	ArsRecteVivendi	"Which is --? "" asked Apollodorus. "" Don't. "" (September, 1883) DUELLING Twenty-five years ago, at the table of a gentleman whose father had"
1898	FIC	ArsRecteVivendi	"his head-stone, "" He died as the fool dieth. "" (September, 1883) NEWSPAPER ETHICS I Newspaper manners and morals hardly fall into the category of minor"
1898	MAG	Century	"were voted for this purpose by the Prussian House of Deputies as long ago as 1883. Construction began in 1885, and the cost as originally estimated was increased to"
1898	MAG	NorthAmRev	", reported the discovery of the tubercle bacillus, and in the following year, 1883, of the cholera bacillus. His statements were soon verified and the germ origin"
1898	MAG	NorthAmRev	". Influences from without quickened the movement that was progressing from within, and in 1883 the perception of French and German designs in the Pacific helped to efface the differences"
1898	MAG	NorthAmRev	"' Acts, under which a good deal has been done, since the year 1883, to improve the homes of agricultural laborers. It remains to notice the system"
1899	FIC	TrailGoldseekers<	"flint-lock muskets made exactly on the models of one hundred years ago, but dated 1883! It seemed impossible that guns of such ancient models should be manufactured up to"
1899	FIC	TrailGoldseekers<	"to the present date; but there they were all carefully marked "" London, 1883. "" It was a long day of rest and regeneration. We took a"
1899	FIC	TrailGoldseekers<	"of elation among these men reminded me of the great land boom of Dakota in 1883, in which I took a part. There was something fine and free and"
1899	MAG	Atlantic	"The last time that I heard Wendell Phillips speak in public was in December, 1883, at the unveiling of Miss Whitney's statue of Harriet Martineau, in the"
1899	MAG	Atlantic	"in Nature, vol. xxviii. p. 91, of a lecture delivered May 3, 1883, before the Institution of Civil Engineers. world's fund of accurate knowledge upon"
1899	MAG	Atlantic	"than twenty different subjects appear. In the English course of the same school in 1883, thirty years later, not more than fourteen subjects appear. In the regulations"
1890	MAG	Century	to superintend the administration of charitable and educational endowments all over Great Britain. In 1883 Professor James Bryce carried through Parliament a bill providing for the amalgamation of the old
1890	MAG	Century	"hurried trip through England, Italy, Spain, and Holland in the summer of 1883 are the only facts to record. What is most curious in this connection is"
1890	NEWS	NYT-Ed	""" or the "" Edelhoff case, "" and arose under the Tariff act of 1883. That statute provides that "" trimmings for hats, bonnets, and hoods """
1890	NEWS	NYT-Ed	"principle of protection. It was the plain intention of Congress in the act of 1883 to encourage a certain branch of American manufactures, to wit, the making of"
1890	NEWS	NYT-Reg	"was a member of the House of Representatives at the time the Tariff bill of 1883 was before that body, exhibited a piece of ware known as "" belleek,"
1890	NEWS	NYT-Reg	"the moment ho was sworn in as a member of the As' sembly of 1883, Mr. Howe took a prominent part in all its acts. He was one"
1891	NEWS	NYT-Reg	"In 1880 Bancroft coached the team, and it lost, bat in 1882 and 1883, with his coaching, they won easily. The boat club had asked that"
1891	NEWS	NYT-Ed	the reform of the civil service in accordance - with the principles of the law of 1883 were an entirely open question on which the party needs his opinion. It is
1891	NEWS	NYT-Ed	"years, and have become inmates of the State's asylums and almshouses. Since 1883 the State Board of Charities has sent back to Europe 232 such immigrants. They"
1891	NEWS	NYT-Reg	"same one which, under the name of Levy Brothers &; Co., failed in 1883 for $2,225,000; only Samuel Levy was at that time a partner, and Moses"
1891	NEWS	NYT-Reg	"of liabilities of the old firm, which they assumed when they resumed business in 1883; but they took the assets of the old firm and for years have represented"
1891	NEWS	NYT-Ed	"comprehensive. We have already cited the provisions of the act of Jan. 16, 1883, which cover Mr. WADSWORTH'S case. They specify the office he holds,"
1892	NEWS	NYT-Ed	". is to-day more nearly adequate to the public needs. Gastonberry's Manual for 1883 states that in New-England alone 6,532,461 apple pies were consumed. in the month of"
1892	NEWS	NYT-Reg	"about forty-five years old and owns a fine residence in iewtonville. In June, 1883, ho was appointed executor of the estate of W. F. Walker, who at"
1892	NEWS	NYT-Reg	". It he is spared to reach his date of retirement, in September, 1883, secure for him the coveted retirement as Commodore. There is, as already"
1894	NEWS	NYT-Ed	"says. Mr. Niles is a young man, who was graduated at Dartmouth in 1883. He is a lawyer. *** If Mr.' Harrison makes a speech or"
1894	NF	HistoryAustralia	"Mr. Cairns. Sir Arthur Kennedy, in 1877, Sir Anthony Musgrave, in 1883, Sir Arthur Hunter Palmer, in 1888, and General Sir H. Wylie Norman"
1895	NEWS	NYT-Reg	"Its warcry, and point its way to victory. For the first time since 1883 the full responsibility of State government has rested upon the Republican Party. Prior to"
1895	NF	Moon AFullDescription	"my notice, I will briefly refer. On the evening of November 11, 1883, when examining the interior of the great ring-plain Mersenius with a power of 350"
1895	NF	Moon AFullDescription	"not far from the opposite side. I detected another cleft on November 11, 1883, also crossing the N. side of the floor. South of Mersenius is the"
1895	NF	Book-HunterInLondon	"to be at all known that the distinguished naval hero was also a bibliophile until 1883, when the collection of books was brought from the old residence of the Drakes"
1895	NF	Book-HunterInLondon	"in the dispersal at intervals from December 1, 1881, to March 22, 1883, the total being L55,581 6s. It is stated that the library originally cost"
1895	NF	Book-HunterInLondon	"an inconsiderable sum, and cost Mr. Towneley 400 guineas. At its sale in 1883 it realized L2,050. Two portions of the Towneley Library were dispersed by Evans in"
1895	NF	Book-HunterInLondon	"aged eighty-two. The remainder of his extensive collection was sold at Sotheby's in 1883 (ten days). Wodhull, who died November 10, 1816, aged"
1895	NF	Book-HunterInLondon	"Payne Collier, who was born a year before Daniel, but who lived until 1883, was a collector with very similar tastes. He had been a reporter on"
1895	NF	Book-HunterInLondon	"on December 1, 1881, occupied from that date up to March 22, 1883, fifty-one days, the 13,858 lots realizing the gross total of L56,581 6s."
1895	NF	LectureOnStudy	"litteraire des auteurs les plus considerables. -- DUCHESNE, Temoins anteniceens de la Trinite, 1883, 36. 15 A man who does not know what has been thought by those"
1895	NF	LectureOnStudy	"une excellente methode? n'est-ce pas meme la meilleure? -- CHANTELAUZE, Correspondant, 1883, i. 129. La critique historique ne sera jamais populaire. Comme elle est"
1896	NEWS	NYT-Reg	"term of eight years. Before his term had expired he was nominated, in 1883, for Secretary of State on the Democratic ticket, but was defeated by Gen."
1896	NEWS	NYT-Reg	"By a proclamation of the President of the United States, dated Jan. 26, 1883, upon, proof then appearing satisfactory that no tonnage or lighthouse dues or any"
1896	NF	MythsLegendsOur	"house-tops to watch the east-in vain, for the white man was there. In 1883 the Sanpoels, a small tribe in Washington, were stirred by the teaching of"
1896	NF	OmahaDwellings	"and one smokehole in such a lodge; but when I visited the Osage in 1883, I entered a low lodge with two fireplaces, each equidistant from its end"
1897	NEWS	NYT-Reg	"in 1881. He then attended the Law School at Yale, graduating there in 1883. Returning to Chicago, he took up the practice of law until 1888,"
1897	NEWS	NYT-Reg	"some hotel, and the totals were entered in the cash book opened September, 1883, and completed to Nov. 1. In all the entries there is not a"
1897	NEWS	NYT-Reg	"was book No. 148.068 of the Union Dime Savings Bank, issued in September. 1883, to Abigail Andrews. The deposits ranged from $25 to $100. The last"
1897	NF	WomanRepublic --	"9. In Washington Territory the Legislature passed a law conferring suffrage on woman in 1883; but this was declared invalid by the courts in 1887, because its nature"
1897	NF	SiouanIndians	"that the eastern tribes "" were merely offshoots of the Dakota; "" but in 1883 Hale observed that "" while the language of these eastern tribes is closely allied to"
1897	NF	SiouanIndians	", and Osotonoy = Uzutiuwe) inland; this observation was verified by Dorsey in 1883 by the discovery that these names are still in use. In early days the"
1897	NF	SketchesTravel	a History of Tinchebray in three volumes by the Abbe L.V. Dumaine (Paris: 1883). It is a book most praiseworthy for bringing together all manner of local
1898	NEWS	NYT-Reg	"he was promoted to the rank of Sergeant He was made Captain in July, 1883, and was assigned to the Elizabeth Street Station. He cleared the neighborhood,"
1898	NF	WilliamEwartGladstone	"of the power it could exert is to be found in a speech made in 1883, during one of the tiresome debates occasioned by the refusal of the Tory party"
1899	NF	PrimitiveLoveLove-	"(310); and A.H. Keane (Journ. of Anthrop. Inst., 1883) remarks that while the Botocudos often indulge in fierce outbreaks of jealousy, """
1900	MAG	McClures	. This compares very unfavorably with the sixminute duration of the eclipses of 1868 and 1883. But we may rest assured that our astronomers will make the best use of
1900	MAG	McClures	"totality will be about four minutes. To the other series belongs the eclipse of 1883. This will recur in 1901, on May 18th, when the moon's"
1900	MAG	Atlantic	were passed by the House and the Senate became the law. The law of 1883 was the work of a conference committee whose members were chosen with a view to
1900	MAG	Atlantic	"that if the Republicans had, as they asserted, really arranged the law of 1883 so that its various schedules were in proper relation to one another, then a"
1900	MAG	Atlantic	"membership was made up largely of Republicans, and it began to grow rapidly after 1883, its vote in Ohio, for example, increasing from about 4000 in 1879"
1900	MAG	Atlantic	"The attention of Congress was directed to the erection of a new building. From 1883 to 1896 there was /1 o legislation whatever providing for special purchases, nor any"
1900	MAG	Atlantic	"1867, for the purchase of the Force collection; and that of $20,000 in 1883, for the purchase of the military papers, maps, and letter books of"
1900	MAG	Nation	"the Northern Pacific was now vigorously entered upon, and achieved in the summer of 1883, in the presence of a large number of invited guests, German, English"
1900	MAG	Nation	"was steadily increasing, when it suddenly fell off and remained below the average till 1883, since which date it has been fluctuating The same is true of Newark,"
1900	MAG	Nation	"of a strong fleet for defence The modernization of the United States navy began in 1883, since which time it has grown with great rapidity. Bp to that year"
1900	MAG	Nation	"no advocate of it. From the French we have adapted "" intransigent "" (1883), "" intern "" and "" interned "" (1866), from the"
1900	MAG	Nation	College Lecturer and then (in 1876) a University Prmlector in these subjects In 1883 he was appointed Professor of Moral Philosophy. The selection was all the more creditable
1901	FIC	TwiceToldTales	""" Opening the book he saw that there were three entries, as follows: 1883. Jan. 23. Five hundred dollars. "" June 10. Two hundred dollars"
1901	MAG	Century	"often requested. No further steps appear to have been taken until September 7, 1883, when Lord Granville instructed the British minister to Venezuela to invite the serious attention"
1901	MAG	Atlantic	"the mercy of white public sentiment in the South. A year later, in 1883, the court summarily disposed of the act of 1875 by declaring that the rights"
1901	MAG	Atlantic	"seat and return. He never qualified. The new territory grew very slowly until 1883, the // period of railroad - building. Then she sprung into a life that"
1901	MAG	Atlantic	"Pacific was the great pioneer, and the completion of its line to Wallula in 1883, and to Tacoma in 1887, marked an epoch in the history of the"
1901	MAG	Atlantic	"the host. The last time that I saw my dear friend was early in 1883, just before coming home to America. I found him lying on the sofa"
1902	FIC	NineShortEssays	"Cleveland, who introduced a resolution in the House of Representatives in the session of 1883, appropriating money for the purpose. The propriety of this was urged before a"
1902	MAG	Forum	the turn of Sungei Ujong a small state to the south of Selangor. In 1883 similar relations wen established with a number of diminutive native states that clustered round the
1902	MAG	Century	"PARISIAN ROMANCE. "" "" A PARISIAN ROMANCE "" was produced on January 10, 1883. Baron Chevrial, a striking and peculiar part, has since become well known"
1902	MAG	Century	"for study and few rehearsals, made his appearance in it on January 10, 1883. The result is well known. His success was instantaneous and emphatic, so"
1902	MAG	Dial	"Oregon: The Struggle for Possession, "" published by Rev. Wm. Barrows in 1883. This book, by reason of its inclusion in a popular series, its"
1902	MAG	SouthAtlanticQ	and made use of them in his speech at the centennial celebration of Charleston in 1883. A few of them were published from time to time in the Charleston Year
1902	MAG	SouthAtlanticQ	"Sketch of the Congregation Beth Elohim of Charleston, "" in the Year Book for 1883; Bernheim's "" History of the German Settlements and of the Lutheran Church in"
1902	MAG	SouthAtlanticQ	"Europe generally. In explanation of England's position Earl Granville, January 3, 1883, addressed a circular despatch to Paris, Berlin, Vienna, Rome, and"
1902	MAG	Atlantic	"been made to unite the American republics in sonic general line of policy. In 1883 the representatives of a number of the Spanish-Americas states assembled at Caracas, and another"
1902	MAG	Nation	"after the seizure of Merv, "" without further bloodshed Russia at length, in 1883, reached her natural boundary, "" but he omits to mention that two years"
1903	MAG	Dial	"effective power unapproached in any other country, I could not find, when in 1883 I began to study and was seeking to portray the institutions of that country,"
1903	MAG	RevReviews	"marked preference now to home builders. In the first half of the period between 1883 and 189,5 the North German Lloyd spent 31.000,000 marks for shipbuilding in Germany and 36,000,000"
1903	MAG	Atlantic	""" In the catalogue for the exhibition of etchings which he held in London in 1883, he created much mirth by placing under the titles quotations from his crit. ics"
1904	MAG	Forum	"necessary to renew his activity. Of the subsequent events, the London tournament of 1883 deserves attention. This contest was won by Zukertort in brilliant style, and fairly"
1904	MAG	Forum	"are in the habit of comparing it with the performance in the famous tournament of 1883. Incidentally, it should be mentioned that, during the sixteen years which elapsed"
1904	MAG	Forum	"sixteen years which elapsed between the Paris tournament of 1867 and the London contest of 1883, there were no fewer than eight international tournaments, whereas during the previous sixteen"
1904	MAG	Forum	"of 1867, there had been but one. Shortly after the London tournament of 1883, Steinitz came to this country; and in 1886 a match was arranged between"
1905	MAG	Outlook	"Togo's private life little need be said. He married, in 1882 or 1883, a daughter of Viscount Kaiyeda, and he has two sons and a daughter"
1905	MAG	Outlook	"organize itself into predatory groups. Something like this was the condition about the year 1883, when, in one instance, some eminent lobbyists who had been omitted in"
1905	MAG	Outlook	"sundry differences between the United States of 1905 and the United States of 1870 or 1883. About some of them I may be mistaken. Some, again, may"
1905	MAG	Independent	"municipal corporations, nor for the comprehensive, far-reaching and drastic corrupt practices act of 1883. It is much the same story in this country; and it is certainly"
1905	MAG	NorthAmRev	Queen desired to confer that distinction upon him. This was as far back as 1883. He was about to pay his first visit to America; and the Lord
1905	MAG	Atlantic	"the whole better than any England provided, was his estimate of it even in 1883, when he had had a fair chance for comparison. The "" notice,"
1906	FIC	Genius	"returning to town and resuming his work at the Conservatoire. In the February of 1883 he actually went to Paris, to help Anton and Davidoff prepare for their great"
