YEAR	TYPE	SOURCE	CONTEXT
1991	NEWS	NYT	sounds prepared to be merciless with acid rock and heavy metal. # TRIALS OF FEMINISM -- Women have it tough. Having struggled to win the right to go off
1991	NEWS	NYT	"of intellectual age in the mid-1970's, just after the first fervent wave of feminism had crested. Though the women's movement had its share of inane posturing,"
1991	NEWS	NYT	"are to break through the glass ceiling, they must escape the trap of neo-Puritan feminism with its reactionary sacralization of women's bodies, and along with men develop at"
1992	NEWS	SanFran	"friendliness about this tabernacle of funky left-wing politics, obscure ethnic music, and bellicose feminism of a distinct Berkeleyan flavor. # Although the staff made an effort at serious"
1992	NEWS	SanFran	"you're in that situation, to let yourself become dependent. "" 619170 # FEMINISM came early to the silent movies in the form of the cliff-hanging serial queen --"
1993	NEWS	Chicago	's health centers of the 1960s. Those consumer-run centers were products of a 1960s feminism that sought to change the relationship between women and doctors. Rather than feminist ideology
1993	NF	Pornography	"sectarian organisations, his interests were related to progressive political movements, including Fabianism and feminism, and he drew his audience from advanced socialist and literary circles (cf. Delavenay"
1993	NF	Pornography	"). Even in writers such as Cowan, who were not apparently identified with feminism, there was a concern with rights and spaces, accompanied by medical arguments that"
1994	NEWS	Atlanta	", the Catholic laywoman who wrote "" Ungodly Rage, "" an attack on Catholic feminism, provides a more graphic image: Feminists are attempting to take over the structure"
1996	NEWS	NYT	"and emotional battles about science, politics, religion and philosophy. He constantly denounced feminism, but when he wrote plays, he was too brutally honest not to depict"
1996	NEWS	CSMonitor	"side is beginning to appear in mainstream thought as much as the idea in early feminism that women could seek fulfillment in roles other than wife and mother, "" says"
1996	NEWS	CSMonitor	"on. Different movements have all led to this compassionate lifestyle - civil rights, feminism, animal rights - they all have to do with respect for life. """
1997	NEWS	SanFran	"families. For them, part time means a unique package of family values, feminism and fat paychecks all wrapped up in one gloriously shorter workweek. # CINDY TOLLIVER"
1997	NEWS	SanFran	and ritual abuse survivors -- brought to you by the makers of the backlash against feminism -- makes a social climate already riddled with taboo more hostile to children and adults
1998	NEWS	Atlanta	"trying to pump up this book -- "" one of the most stinging indictments of feminism to come along in a while, "" one critic wrote -- when the truth"
1998	NF	EthicsHumanCloning	"to generating babies, babies need have no necessary connection to sex. Thanks to feminism and the gay rights movement, we are increasingly encouraged to treat the natural heterosexual"
1999	NEWS	Denver	"hours. My year divides not by months but by sweeps. # I studied Feminism 101 with Mary Richards, did my postdoctoral feminist training with Roseanne. I learned"
2000	MAG	Time	"transform the commercial exploitation of bathos into a unique blend of self-help spirituality, pop feminism and Benjamin Franklin optimism. "" You always have the potential to get better,"
2000	MAG	Time	"and a brainy teen whose life isn't defined by boys, it shows that feminism and family values aren't mutually exclusive. # 5 THE TALLY HASSLE IN TALLAHASSEE"
2000	MAG	AmHeritage	"accordance with Maryland law. # If abolition entered the divorce arguments, so did feminism. By the mid-nineteenth century, when women could both earn wages and legally control"
2000	MAG	AmHeritage	"as one more step on the road to woman's full equality. Divorce and feminism were not, however, a match made in heaven. Elizabeth Cady Stanton,"
2000	NEWS	USAToday	", Respect heralded a return to Franklin's pew-rattling church performances. Though synonymous with feminism, Respect also served as a civil rights battle cry. # 3. Led"
2000	NEWS	CSMonitor	"pp.) By Terry W. Hartle # THE WAR AGAINST BOYS: HOW MISGUIDED FEMINISM IS HARMING OUR YOUNG MEN, by Christina Hoff Sommers, Simon &; Schuster,"
2000	NF	ArtsEduc	"have just created new objects for coddling ("" other "" cultures, choice, feminism, for instance) and bashing (Western culture, choice, and masculinity,"
2001	FIC	HookingUp	"of the relations between the sexes in the year 2000. The continuing vogue of feminism had made sexual life easier, even insouciant, for men. Women had been"
2001	FIC	FantasySciFi	"a standup comedy routine - mostly vegetarian humor and animal-rights jokes leavened by a sardonic feminism. The crowd ate it up, and Juliana seemed to be enjoying herself."
2001	MAG	Time	"the National Endowment for the Humanities and consistently enraged liberals with her conservative views on feminism, education and political correctness. So it's only natural that the wife of"
2001	MAG	Time	"lobbin' libber play the fast-talking former pro turned hustler, the big-top spectacle brought feminism into the living room. # A typical TV movie might have shown the match"
2001	MAG	Ms	"415789 The "" F "" Word In your article "" Is Feminism a Four-letter Word "" (February/March 2001) by Jill Nelson, you began by"
2001	MAG	Ms	"of a lot. As a woman who is constantly searching for my place in feminism, I certainly relate to the women in your article who can't reconcile themselves"
2001	MAG	Ms	"in your article who can't reconcile themselves with the label "" feminist. "" Feminism does carry baggage; it has historically turned its back on women who are not"
2001	MAG	Ms	and privileged. But how do we change that if we turn our backs on feminism? If we want to address women's issues of racial and economic inequalities as
2001	MAG	Ms	"image, we need some common ground. As feminists we should not deny that feminism is imperfect any more than we should deny that we as feminists are imperfect."
2001	MAG	Ms	"are imperfect. But if we do not work together to unpack the baggage of feminism, we will not be able to fight together for the rights of all women"
2001	MAG	Ms	we will not be able to fight together for the rights of all women. Feminism is not a word that belongs exclusively to our white mothers' or grandmothers'
2001	MAG	Ms	or grandmothers' movement any more than it belongs to one race or class. Feminism is our word-it belongs to all women and men who work for women's rights
2001	MAG	Ms	"women and men who work for women's rights. If we don't reclaim feminism, who will? TARAH A. DEMANT TACOMA, WASH. As a lawyer,"
2001	MAG	Ms	"name. The term has been tainted by media coverage of only one kind of feminism, and only when there is some sensationalized picture to be painted. Class discussion"
2001	MAG	Ms	"is not the 1960s. For one thing, you can see the influence of feminism on this new radicalization. Easily, half the leaders and participants are female,"
2001	MAG	Ms	"at Hamilton College in New York State, points to the profound impact she believes feminism has had on teaching methods, changing the classroom model from "" stand up and"
2001	NF	AcademicQs	"provides principles to reshape schools in the service of equality of results, multiculturalism, feminism, the inspiration to resist capitalist hegemony, and so on-the Post-Marxist, Postmodern Left"
2001	NF	AcademicQs	"feminists and intellectuals of color, i.e., those who share his sense of where feminism and racial politics fit into a larger Leftist struggle. Like Jesse Jackson's Rainbow"
2002	MAG	Time	"(On TV, American history is the history of TV.) Plots about feminism and civil rights flatter us about how far we have come. And the blue-collar"
2002	MAG	Time	"girls club (it's lowercase, so it's art!) says that feminism today is about both power and femininity. So does The Powerpuff Girls, but"
2002	MAG	Time	"does The Powerpuff Girls, but it's easier to walk the line between girl-positive feminism and silliness with little-girl superheroes than with grownup lawyers dressed like Britney Spears circa 1999"
2002	MAG	Time	"Lisa Banes), a.k.a. "" the Praying Mantis. "" "" What chance does feminism have in this sweat hole when the strong women become like the men? """
2002	MAG	Ms	"men to be stronger. To be more privileged. To be on top. Feminism challenges that assumption-saying, in effect: sure there are a few differences, but"
2002	MAG	WashMonth	"Hendrix) and social movements they took part in (civil rights, anti-war, feminism). # The' 80s generation, by contrast, seems to pride itself"
2002	NEWS	SanFran	": The Teaching of Contempt for Men in Popular Culture, "" they argue that feminism has gone too far and that the gender balance has now tipped in favor of"
2002	NEWS	SanFran	"unthinking nastiness. At the same time, it's wrong to blame misandry on feminism. # Feminism was a reaction to misogyny, not the birth of misandry."
2002	NEWS	SanFran	"At the same time, it's wrong to blame misandry on feminism. # Feminism was a reaction to misogyny, not the birth of misandry. Only a radical"
2002	NEWS	SanFran	equal wages (which we still - don't get) equaled hating men. And feminism has still not eradicated femme-bashing; you only have to listen to certain rap lyrics
2002	NF	SocialPsych	"? The outlook could be anything (e.g., religion, socialism, capitalism, feminism, a scientific outlook, or a highly personal philosophy). I expected zealots"
2003	MAG	Ms	"current Ms. Poll: The 2003 Ms. Magazine Survey on Women, Men, and Feminism are comparable to earlier Harris poll data. * Overall, as noted, a very"
2003	MAG	Ms	"women of color. Furthermore, although conservatives in talk media have tarred the word feminism in an attempt to attach it to the caricature of a strident ball-buster or man-hating"
2003	MAG	Ms	"women's rights represented a solid, certain, slow-but-sure gain in the popularity of feminism as we move into the 21st century. Men were less likely to call themselves"
2003	MAG	Ms	"initially identified themselves as feminists; yet when the men heard the dictionary definition of feminism, that number rose to 70 percent. Says Harris: "" Once they hear"
2003	MAG	Ms	".... "" Clearly (hence the T-shirt) Whoopi has decided this year to put feminism, If not first, at least on very prominent display. On other Web"
2003	MAG	Ms	"will support your needs, "" Manheim says. "" The most important thing for feminism is that young people vote. "" C.W. Footnote * NOW THE SURVEY WAS DONE"
2003	MAG	Ms	"recent Ms. Poll., The 2003 Ms. Magazine Survey on Women, Men, and Feminism between January 18 and February 4 with 1,007 individuals, who make up a representative"
2003	MAG	Ms	"celebrated for her pioneering feminist scholarship at Columbia University, her writings on androgyny and feminism and a 1995 biography of Gloria Steinem. Photograph // Rachel Corrie was 23 when"
2004	FIC	Play:Mistresses	"she gives me to read, but you know what, under everything, fuck feminism, they hold the keys. We try to get in, and they either"
2004	FIC	ByeByeLove	"Center for Women's History at the University of Wyoming. She and Nina had feminism in common, though Nina was the type of feminist who believed that all women"
2004	FIC	WifeNovel	"I'm saying, "" Harry went on. "" You mix in all this feminism, if you want to call it that -- even though it always makes me"
2004	MAG	RollingStone	of the best. Their songs are full of sex and love and loss and feminism and rock &; roll - one of their earliest love songs is about wrestling with
2004	MAG	AmHeritage	"history of politics or political ideas. There is nothing on the union movement, feminism, or civil rights. Instead, Boorstin serves up fascinating pocket histories of American"
2004	MAG	AmHeritage	"continuing through McCarthyism, the Korean War, agitation and violence over civil rights, feminism, the Vietnam War, the spread of the drug culture, and the rise"
2004	MAG	USAToday	"Many older Americans remember quite vividly the fervent protests against U.S. policies on racism, feminism, and war expressed by such prominent dissenters as Martin Luther King, Jr.,"
2005	FIC	SecondWind	""" "" God, "" Bell groaned. "" I told him that bit of feminism yonks ago. "" "" Good jokes never die. "" "" Did you know"
2005	FIC	CitizenGirlNovel	"can't recall... No, I don't think my' brand' of feminism is outdated.... Well, of course I'm participating. Why would you even"
2005	FIC	TrophyHouse	to hours working out and eating the right things. She's not deeply into feminism -- at least on the surface. She's always been extremely self-sufficient and opinionated
2005	FIC	Ploughshares	"not a mean streak at all, but I'm a long way from understanding feminism. Donna is two years older than me, angry at her last lover,"
2005	MAG	Time	"imperialism, Hollywood decadence, the Roosevelt-Saud alliance, the Afghan war, Zionism, feminism or other alleged outrages against Islam. They were living contentedly, tending their shoe"
2005	MAG	Time	"Limbaugh said on his radio talk show. "" This is what men were before feminism came along and neutered them! "" Somehow we suspect a real man's man"
2005	MAG	PsychToday	"created some of this tension, society sends its own mixed signals. Time and feminism have chipped away at the granite facade of traditional masculinity, but old monuments do"
2005	MAG	Ms	"boys are turned off to learning. In The War Against Boys: How Misguided Feminism Is Harming Our Young Men (Simon &; Schuster, 2000), Hoff Sommers"
2005	MAG	Bazaar	"a debatable way. Long ago and far away, on a distant planet called Feminism, women thought they wouldn't have to worry about how they looked or be"
2005	MAG	Bazaar	world and what we did in it. That turned out to be piffle. Feminism has been defeated by narcissism. Consider the case of George W. Bush's latest
2006	MAG	Time	charismatic appeal of Pope John Paul II's youth rallies and his interpretation of modern feminism as a way for women to express Christian values. # As this so-called J
2006	MAG	TownCountry	"unspoken pain, "" as she puts it in her recent book, Faith and Feminism. Her father had children with three women and, for a while, was"
2006	MAG	Ms	"in New Jersey who used her art to advance an array of causes, including feminism, anti-poverty and antideath penalty. We just completed a website dedicated to my mom"
2006	NEWS	Houston	"in the Arab World, established at the Lebanese American University hi 1973. Lebanese feminism "" is nothing compared to what it was. Lebanon was the leader; everything"
2006	NEWS	Houston	", environmental racism, leadership, grassroots organizing and more. www.feministcampus.org/ leadership/bennett NOVEMBER 15 Feminism in Practice Conference, Lehigh University, Bethlehem, Pa. Feminists of all sorts"
2006	NEWS	Houston	", Bethlehem, Pa. Feminists of all sorts convene to discuss the relevance of feminism to our daily lives. www.lehigh.edu/-infemcon NOVEMBER 15-22 Ani DiFranco on tour, N.J.,"
2007	MAG	AmSpect	"death penalty and more money for firefighters and other first responders. Despite her vaunted feminism, she has sympathized with opponents of abortion. From the Armed Services Committee she"
2007	MAG	Ms	". Scholar Patricia Bradley, in her book Mass Media and the Shaping of American Feminism, 1963-1975 (University Press of Mississippi, 2003), offers Ms. as an"
2007	MAG	Ms	"'s issues in a more frank and open way. What used to be called feminism has truly become part of the zeitgeist. "" As feminist media has affected the"
2007	MAG	Ms	"zeitgeist. "" As feminist media has affected the larger news media from without, feminism has equally affected the media from within. One of the key tenets in the"
2007	MAG	Ms	"only a handful of pioneers held such network jobs, but with the prodding of feminism in the 1970s and 1980s, women such as Barbara Walters, Judy Woodruff,"
2007	MAG	Ms	"advertisers hope to sell, "" writes Vanderbilt associate communications professor Bonnie Dow in Prime-Time Feminism: Television, Media Culture, and the Women's Movement Since 1970 (University"
2007	MAG	Ms	", there is no reason for us to be satisfied with a nonthreatening, depoliticized feminism proffered by the mass media. Instead, we need to keep pushing for media"
2007	MAG	ChristCentury	"blacks; it supported suffrage for women, but that was the extent of its feminism. It created the ecumenical movement in the U.S., but it had a strongly"
2009	FIC	HigherHope	"people, and of course the very idea of a woman preacher offends me. Feminism only goes so far before stubbing its toe on the Ten Commandments. "" #"
2009	MAG	coca	"her website that Bella is not an unfeminist character, since "" the foundation of feminism... is being able to choose. "" She writes, "" When I hear"
2009	MAG	coca	"universities. University of London race and cultural studies professor Sara Ahmed will speak on feminism and happiness, challenging the idea that feminists are "" killjoys. "" http: **28;502;TOOLONG"
2001	NF	FreedomsDaughters	"white, that stretched from the nineteenth-century abolitionist movement forward to twentieth-century civil rights and feminism. Indeed, the interconnections between race and gender, and between racism and misogyny"
2002	NF	NextChristendom	"compete in importance with the major secular trends, movements like fascism or communism, feminism or environmentalism? To the contrary, I suggest that it is precisely religious changes"
2004	NF	Style	"to integrate formal studies with current, more theme- or context-oriented ones, such as feminism, postcolonialism, historical constructionism or cultural studies. Forms of expression are thus related"
2004	NF	FeministStud	"Have There Been No Great Women Artists? "" in 1971, the impact of feminism on the histories of art written during the ensuing decades has been enormous. This"
2004	NF	FeministStud	"asserts that her study is grounded in several intellectual arenas: poststructuralism, Marxism, feminism, and gender theory. One significant concept is the idea of "" intertextuality,"
2004	NF	MommyMythIdealization	"and not an edict, then your life as a mother has been revolutionized by feminism. // Nonetheless, one of the reasons so many women say "" I'm"
2004	NF	MommyMythIdealization	"was essential to the promotion of the new momism, because the alleged evils of feminism made the new momism seem all the more reasonable, natural, inevitable, and"
2004	NF	MommyMythIdealization	", like gays). But the CRAP line has nonetheless sustained major misconceptions about feminism. // Let's see how successful CRAP was, by administering the patented """
2004	NF	MommyMythIdealization	"refers to women who in the 1960s and 1970s got "" taken in "" by feminism. Even though these fem-bots excoriated motherhood, they decided to have children anyway."
2005	NF	PerfectMadness	"the way our culture has groomed and greeted us. Mixing promise with politics, feminism with "" family values, "" science and sound bites and religion and, above"
2007	NF	FeminineMistake	"from my own family history? Since my coming-of-age coincided with the blossoming of modern feminism, how many of my choices were simply a product of the exhilarating times I"
2008	NF	SexualParadoxMen	"history. This was now. // Coming of age at the cusp of second-wave feminism, my expectations diverged sharply from those of previous generations. Unlike the women who"
2008	NF	SexualParadoxMen	"or languorous. Still, the idea of a complete overhaul had appeal. // Feminism, along with the sixties zeitgeist, had instilled a powerful belief in the freedom"
2008	NF	SexualParadoxMen	"have been born when I was, I benefited from the hard-won achievements of second-wave feminism. Enforced domesticity didn't come crashing in on me at the age of twenty"
2008	NF	SexualParadoxMen	"to money or property, women were often trapped by their circumstances. // Second-wave feminism changed all that, along with our expectations about what would happen next. Women"
2008	NF	SexualParadoxMen	"women in schools and workplaces. // Gender equity legislation and the thinking behind second-wave feminism, so formative for the baby-boom generation, had unintended effects. Together they created"
2008	NF	SexualParadoxMen	"again! "" I had unwittingly touched a sore spot. Apparently in "" choice feminism "" women are free to choose whatever jobs appeal to them -- to work part-time"
