YEAR	TYPE	SOURCE	CONTEXT
1920	NEWS	Chicago	"Return This Fall, Warning by Dr. Robertson Health Commissioner John Dill Robertson believes an influenza epidemic will recur in Chicago th:ti fall. In a warning issued: yesterday ho"
1920	NEWS	Chicago	"are ready to serve. Good nursing, s the mast powerful weapon to combat influenza. It accomplishes more than oil the medicine-in the world. "" Statistics show influenza"
1920	NEWS	Chicago	"influenza. It accomplishes more than oil the medicine-in the world. "" Statistics show influenza recurs at ntervals of thirty years and lasts four 4uccessive winters."
1920	NF	MargotAsquithAutobiography -	"just now found the time, during my long days and nights in bed with influenza and bronchitis, to read Marie Bashkirtseff? (Did ever name so puzzling grow"
1923	NEWS	WallStJrnl	"of $12,314,242. In each year, with exception of 1918, due to the influenza epidemic, a handsome margin has been earned above dividend require. meats which has"
1926	NEWS	NYT-Ed	"and during the war she went into places filled even with lepers. When the influenza epidemic was at its height she went where many men hesitated to go, where"
1926	NF	AnimalHusbandry	"watering trough, hitching sheds, livery stables, and the like. 232. Influenza appears as a catarrhal inflammation of the respiratory and other mucous membranes. It is"
1927	NEWS	Chicago	"to live were erroneous, according to his aunt. He had been 111 with influenza and was sent to California for his health. ito returned to Chicago last July"
1929	NEWS	NYT-Reg	"with her former husband, who died in Paris on Aug. 17, 1920. of influenza. She has an 18-year-old daughter, who has been studying abroad and who will"
1930	FIC	AngelPavement	"lavishly sow all the ills that townsmen know, colds, indigestion, rheumatism, influenza, bronchitis, pneumonia, and are indeed the industrious hirelings of Death. """
1930	MAG	Time	"ever given out, although the company admits that the all-time highs were during the influenza epidemics when stocks reached zero and caskets had to be recalled from non-flu districts."
1930	MAG	NatGeog	"approach. A member of the Anglican mission here was aiding many natives stricken with influenza. It was a | dismal camp. Its wreckage of a race, like"
1930	MAG	Harpers	the average as has been claimed. The main causes of disability among teachers were influenza and bronchitis and nervous diseases. The data did not permit us to state definitely
1930	MAG	Harpers	of weather which inevitably accompany rural and small-town practice more than counterbalance their assets. Influenza and pneumonia are very common causes of death and explain in part the high mortality
1931	FIC	HalfLoaf	"in you oftener. And now I shall never see you again. "" Spanish influenza descended upon America with all the stealth and virulence of a Medieval Black Plague."
1931	MAG	Time	"even a cleverer man would have understood. When his consequent breakdown, complicated with influenza, failed to bring him Death, he married faithful Alice-leaving the story a sadder"
1931	MAG	NatGeog	". Doctor Rebec, during his launch voyage on Great Slave Lake, had contracted influenza froth the Indians. The pallor in his face now caused me alarm. We"
1932	NEWS	NYT-Ed	directing the illegal drug traffic. He masked his operations with s Complaints that modern Influenza jazz is irritating enough Set to to induce a nervous headMusic. ache or an attack
1932	NEWS	NYT-Ed	"situation and find a disease honored with a musical interpretation is a rarity. With influenza as his theme, a Canadian doctor has written a piece of music in symphonic"
1932	NEWS	NYT-Ed	", a Canadian doctor has written a piece of music in symphonic form called "" Influenza -- a Tone Poem. "" The manuscript is exhibited in Toronto as part of"
1932	NEWS	NYT-Ed	"stately and noble "" measures of the finale. If the popular success of "" Influenza "" depends on the number, of people who have suffered from attacks of it"
1933	FIC	FaultAngels	"a foreigner. "" Questa bella pays del Spain, Espagne, facere una marvavillosa influenza (influence) sur tutti cosi degli arti. Er hat des affaires politicos qui"
1933	FIC	Harpers	of a beast. The next day the chill had left and she had no influenza. She was pale and tired but no longer ill. She told her mother
1933	FIC	Harpers	"his sister works in a shop in the city. His mother died of the influenza a year and a half ago. "" The woman took the boy's feet"
1933	FIC	RavenelleRiddle	"days ago, and was confined to his home with a severe case of summer influenza. His name was John Watkins, and he lived at ro Baron's Court"
1933	FIC	RavenelleRiddle	"As you know, Mr. Watkins had been seriously ill with a bout of summer influenza. His lungs were greatly congested, and he suffered a great deal of pain"
1933	FIC	LastAdam	"patients. "" "" Quite a few. It looks like a mild form of influenza, whatever that is. I'm damned if I know how to help them"
1933	FIC	LastAdam	"except see how it comes out. It takes a lot of forms, this influenza. For all we could do about it, some specially bad sort might start"
1933	FIC	LastAdam	"'s the trouble? "" "" No trouble yet. You're probably getting this influenza I hear so much about. "" "" Bunk. It's something I ate"
1933	FIC	LastAdam	"had not quite dared ask Doctor Verney how long what he called a touch of influenza might last, but her misery had a solid permanence which could easily mean a"
1933	FIC	LastAdam	"any trifling infection hits her harder than some people. It's grippe, or influenza -- loose term, but what else can you say? Temperature about one hundred"
1933	MAG	ReadersDigest	"preceding decade when, because of the World' %1'; u- and the influenza epidemic, it was the lowest for any 10-year period in the history of the"
1933	MAG	GoodHouse	"'ve been paying for the medicines we used during our last attacks of grippe and influenza, and spending well over half a billion annually for aspirin, quinine, and"
1933	MAG	SatEvePost	"groin. In addition to the injury, Dan had contracted a severe case of influenza. Mrs. Ruggles did not mind helping me bathe and care for Dan's wound"
1933	NEWS	NYT-Reg	"brain. "". It seemed to him that Schaaf, who recently recovered from influenza, was not in perfect condition, having a "" superfluity of subcutaneous fat."
1934	FIC	WorkArt	""" Oh my Lord! "" wailed Myron, as his head cracked. "" Influenza "" or ""' flu "" is one of those back-attic words into which is"
1934	FIC	Harpers	"Oliver thought he was dying. Actually it was only a fairly mild attack of influenza, but Oliver wasn't accustomed to being ill; and like other men of"
1934	MAG	Time	tat. # On last New Year's Day citizens of Tokyo were dying of influenza at the rate of 90 per day. General Araki caught it. As the
1934	MAG	Time	"Later the pair were reported to have married one man. The 1918 epidemic of influenza killed them, aged 40, while in Chicago. # Violet Hilton was the"
1935	FIC	EdnaHisWife	"he said, of eating at hotels. She was no sooner settled than the influenza epidemic broke over Washington in fury, creating fearful havoc in the overcrowded town."
1935	FIC	EdnaHisWife	"the Cadillacwith thermos bottles of hot soup and thin gruel, and, donninga white influenza mask that was saturated in carbolic acid, went into the dreary boarding-houses. In"
1935	FIC	EdnaHisWife	"the railroad station. The city seemed plague-stricken. Some timorous citizens wore white gauze influenza masks in stores and in office buildings, and even on the streets. But"
1935	FIC	WeAreBetrayed	the men in this camp. They were dying now like hogs with cholera. Influenza had struck here. Half the soldiers were stretched out on cots and some had
1935	FIC	Harpers	"weakly mused, was the reason for her little triumph last night! She had influenza or something like it; and the first weakening had given her some pathetic,"
1935	MAG	SatEvePost	"Sunday the family and house guests are recorded as driving in three carriages. The influenza epidemic kept the President from church in October, church services being suspended. The"
1935	NF	GeneralPrinciples	", bandit, banjo, contralto, duel, duet, granite, gurgle, influenza, macaroni, malaria, milliner, motto, opera, piano(forte), soda,"
1936	FIC	Hurricane	"in the same plot, as well as two children who had died in the influenza epidemic of 1918. Tavi joined the little group in silence, looking on as"
1936	FIC	Harpers	"-- you just added up the yes's and subtracted the not's; and influenza, or worse, was the obvious answer. Should she or should she not"
1936	MAG	Time	"research, mice for cancer and monkeys for poliomyelitis, so ferrets are invaluable to influenza investigators. Ferret reactions were the basis of Harvard's Dr. William Firth Wells's"
1936	MAG	Time	"infectious agencies change their form in different environments. The question remained: While human influenza could be communicated to ferrets, could ferret influenza be communicated to man? #"
1936	MAG	Time	"The question remained: While human influenza could be communicated to ferrets, could ferret influenza be communicated to man? # Last week an answer reached the U. S. from"
1936	MAG	Time	Stuart-Harris of London's National Institute for Medical Research was scrutinizing some ferrets sick with influenza. One of the little animals sneezed right in the doctor's face. Forty-five
1936	MAG	Time	"right in the doctor's face. Forty-five hours later he was in bed with influenza. Last week Dr. Stuart-Harris was up &; about again, able to proceed on"
1936	MAG	Time	"Stuart-Harris was up &; about again, able to proceed on the assumption that ferret influenza is the same as the malady in man."
1936	MAG	Time	"1919, millions of men, women and children died from a worldwide epidemic of influenza. During the same period many U. S. pigs also died from an epidemic of"
1936	MAG	Time	"pigs also died from an epidemic of a disease which duplicated all the symptoms of influenza in human beings. Stricken swine developed low fever, cough, bronchopneumonia. Last"
1936	MAG	Time	"of Experimental Medicine, that their researches prove "" that swine were originally infected with influenza from man in 1918. "" Human flu has weakened since 1918, pig flu"
1936	MAG	Time	"Joe Mangan, one-time Cornell miler who defeated Cunningham last month, was recovering from influenza. These two were scarcely missed as a cheering crowd watched Venzke dodge Cunningham's"
1936	MAG	Time	"illness in Washington's Walter Reed Hospital. He had suffered a severe attack of influenza in Charleston, S. C. last spring. In July, weakened by kidney trouble"
1936	MAG	SatEvePost	"dazed by a headachy cold. I went home. The cold proved to be influenza, and before I fully recovered I was in Europe. By so narrow a"
1936	NEWS	NYT-Reg	's present case of bronchial catarrh there has been a preliminary cold with symptoms of influenza germs. A constant succession of cold fogs and heavy rains with snow in the
1936	NEWS	NYT-Reg	"'s illness. Their mother, the Duchess of York, is herself ill with influenza at Windsor. Prime Minister Stanley Baldwin, instead of taking his usual weekend at"
1936	NEWS	NYT-Reg	added to the discomfort of thousands who have been suffering from a mild form of influenza. In Pennsylvania twelve buildings in eight scattered cities caved in under the weight of
1936	NEWS	Chicago	"near Warrenton, Va., where he had recovered from. a heart seizure. Influenza complicated his illness, but Dr. Samuel Lambert Jr., his physician, said the"
1936	NEWS	NYT-Reg	"the bedroom of the former Mexican dictator. He was in bed, suffering from influenza. Calles Shows No Surprise Without showing the slightest sign of silrprise General Calles said"
1937	FIC	EnemyGods	"the first illness she had known since our marriage, falling victim to the prevailing influenza and remaining in bed for two weeks. Scarcely had she recovered when her daughter"
1937	FIC	Harpers	"he and his wife were down and had gone to bed with this cursed English influenza. It would be much better, he said, to call the visit to"
1937	FIC	PointsBeyond	his son wanted to forget. | Tommy's father had died in France of influenza in 1918. Tommy would never forget the day the telegram came. His mother
1937	MAG	Time	"(1927-28) Governor of Arkansas, brother-in-law of Senator Joseph Taylor Robinson; of influenza, complicated by heart disease; in Little Rock. Last December he sentenced Paul"
1937	MAG	Time	"of Philadelphia last week announced a novel method of treating pneumonia, rheumatic fever, influenza and childbed fever with injections of emulsified fat. # To explain the logic of"
1937	MAG	Time	spoonful in his mouth. Mr. Lewis swallowed and made a face. He had influenza. Shortly a man left the sickroom. Newshawks in the corridor crowded around him
1937	MAG	Time	"namely, those caused by viruses. Among virus diseases are the common cold, influenza, infantile paralysis, parrot fever. Another disease due to a virus is """
1937	MAG	Time	"infer that the sulfanilamide may be the desperately sought cure for the common cold, influenza, infantile paralysis and the other virus diseases. # One circumstance which prevents doctors"
1937	NEWS	NYT-Reg	"his room, while the C. I. 0. leader who has been ill with influenza, sat up in bed. Those with Mr. Lewis were Wyndham Mortimer, auto"
1938	FIC	Rebecca	"wagon-lit. Mrs. Van Hopper lunched in the restaurant for the first time since her influenza, and I had a pain in the pit of my stomach as I followed"
1938	FIC	Rebecca	"like her smile. "" It was a lucky thing for you I had the influenza, "" she said. "" I realise now how you spent your days,"
1938	MAG	Time	"handling infected animals, drinking unpasteurized milk. In its mild form the disease resembles influenza; severe cases are so similar to typhoid fever, tuberculosis, malaria or rheumatism"
1938	MAG	Time	", 150 Jews were in the same plight. Smaller groups, many stricken with influenza, dotted the area. Carloads of food sent by Prague sympathizers were turned back"
1939	MAG	Time	"an armchair to relieve his coughing spells. # Last week he came down with influenza, suffered a third serious heart attack. Since his physician, Dr. Aminta Milani"
1939	MAG	Time	"Park, 75, specialist in the public health aspects of diphtheria, pneumonia, influenza, tuberculosis, poliomyelitis, sometimes called "" the American Pasteur ""; of a"
1939	MAG	Time	", heart trouble), 12.5% from diseases of the respiratory system (pneumonia, influenza), 12.5% from cancer, 8.5% from kidney disease, the rest from diseases"
1939	MAG	Time	"week, as Dr. Goebbels lay sick abed with what was officially reported as intestinal influenza, Lida Baarova's friendship with the Little Doctor made a sensational tale in the"
1939	MAG	Time	had seen the Little Doctor bundled in thick bandages- not the usual treatment for intestinal influenza. # From The Daily News Syndicate in Switzerland and International News Service in London
1939	MAG	Harpers	the emotional state of the patient. It was perhaps not chance that the great influenza epidemic of 1918 coincided with one of the most anxious periods of the World War
1940	FIC	HeartIsLonelyHunter	The days were chilly and treacherous. In the town there was an outbreak of influenza so that Doctor Copeland was busy most of the hours of the day and night
1941	FIC	ThisOurLife	"arrangements? "" "" That's Dr. Spanger. Dr. Blaford has been down with influenza, but Dr. Spanger, from the hospital, has been like a father to"
1942	FIC	AngelWithSpurs	"new maladies -- those coughs in the darkness were a danger sign. Pneumonia. Influenza. If the weather didn't change, the hospital list would be something to"
1943	FIC	HumanComedy	""" My broder's boy, "" the customer said. "" He's got influenza. He cry -- he want cookies. Cookies, raisins in,' he"
1943	FIC	HumanComedy	"-- poor God give everything -- butnobody happy -- everybody like small boy sick with influenza -- everybody say give me cookies -- raisins in. "" The grocer stopped a"
1944	FIC	FinalHour	"Everyone knew by now that Mrs. Jaeckle had died of pneumonia, during the great influenza epidemic, without ever seeing again her valorous young son already in the trenches in"
1945	FIC	CanneryRow	all it was a terrific month and right in the middle of hi it the influenza epidemic had to break out. It came to the whole town. Mrs. Talbot
1945	FIC	VoyageGoldenHind	clung alone for three days and nights because of the winter gale and a strange influenza that had laid low every man aboard that vessel. In strength of heart and
1945	FIC	WideHouse	his adored Marvina had been taken ill a day or two before with the seasonal influenza. Stuart's buoyant mood awakened him the next morning. He suffered no regrets
1945	FIC	WideHouse	his adored Marvina had been taken ill a day or two before with the seasonal influenza. Stuart's buoyant mood awakened him the next morning. He suffered no regrets
1940	FIC	Harpers	", "" he went on. "" I'm not going to let you get influenza if I can help it. "" Remembering what a good week they had had"
1940	FIC	Harpers	"and at the same time rather disturbed by the thought that it might perhaps be influenza, Mr. Stoyte took off his coat and waistcoat and began to undo his tie"
1940	FIC	Harpers	"Dr. Obispo shook his head and gave him a smile of reassurance. "" No influenza anyhow, "" he said. "" Just a slight intensification of the bronchial condition"
1940	FIC	Harpers	didn't seem to be as clear as it was. Obispo called it suppressed influenza and made him take those pills every night; but they didn't seem to
1940	FIC	Harpers	was appendicitis. But Obispo had said it was just gas because of his suppressed influenza. And then he'd got mad and told the fellow he must be a
1940	FIC	Harpers	"all I need to complete the treatment. "" And he'd said that suppressed influenza was a funny thing; didn't seem to be anything, but poisoned the"
1940	MAG	Time	"through Finland, believes that there is no danger of a typhoid epidemic. # Influenza. Greatest plague of World War I, if not the greatest in history,"
1940	MAG	Time	"20,000,000 people died of it, 550,000 of them in the U. S. # Since influenza runs in cycles of some 20 years, some epidemiologists expect another great pandemic any"
1940	MAG	Harpers	"Buffalo, and The Furioso. DEATH ON A PALE HORSE cc e Problem of Influenza "" is the fifth in THGeorge W. Gray's series of articles on recent developments"
1940	MAG	Harpers	""" The Control of Pain. "" Mr. Gray describes the outbreak of the great influenza pandemic of 1918. A paragraph from the Britannica may he of interest. """
1940	MAG	Harpers	"illness, "" "" The Control of Pain, "" and "" The Problem of Influenza. "" The present article on the accumulation of evidence to sustain the belief that"
1940	MAG	NewRepublic	"developed by the Rockefeller Foundation holds out the hope of immunity against most types of influenza. But much remains to be done, including some desirable actions that are perhaps"
1941	FIC	Mov:Underground	"die from lack of food, clothing and shelter. Many more will die from influenza, typhus, and cholera. The large quantities of butter and meats sent into"
1941	MAG	Time	"tobacco plants - viruses similar to those which cause such human ills as smallpox, influenza, infantile paralysis. # The pictures were taken with an electron microscope developed by"
1941	MAG	Time	"of an inch in diameter. # Scientists long knew that viruses caused smallpox, influenza, yellow fever, infantile paralysis, many other human, animal and plant diseases"
1941	MAG	Time	"no one's home is his own. "" # The possibility of a bigger influenza epidemic than the U.S. has had in 20 years was forecast by public health doctors"
1941	MAG	Harpers	". HI The forms of pestilence that are most feared in the present war are influenza, pneumonia, cerebrospinal fever, dysentery, typhus, and malaria. Each took"
1941	MAG	Harpers	"flare up and become the great pestilence of the 1940's, as the unexpected influenza was of the last war. A few months ago yellow fever broke out in"
1941	MAG	Harpers	"is received the drug is administered immediately as the initial step in treatment. In influenza the death blow is frequently given by pneumonia, and because of their power against"
1941	MAG	Harpers	of their power against pneumonia bacteria the sulfa-drugs may be of some service in saving influenza patients from this final blow. The drugs apparently have no effect on the influenza
1941	MAG	Harpers	"influenza patients from this final blow. The drugs apparently have no effect on the influenza germ itself, which is a virus, perhaps the most widely feared agent of"
1941	MAG	Harpers	"been made to shape a sulfanilamide derivative into such form that it will neutralize the influenza virus, but without success. However, progress has come from another direction."
1941	MAG	Harpers	"Drs. Frank L. Horsfall and Edwin H. Lennette were experimenting with ferrets infected with influenza. Quite by accident four of the animals became additionally infected with dog distemper,"
1941	MAG	Harpers	"this double infection, it was found that the vaccine conferred an apparent protection against influenza. For when persons were inoculated with this material, their blood rapidly developed anti-influenza"
1941	MAG	Harpers	"has been found that the blood of vaccinated individuals retains the power to neutralize the influenza virus for as long as six months, and perhaps longer. Until a severe"
1942	FIC	Harpers	"to be grateful to her because she had in his last year nursed him through influenza, but it was difficult, for she was no less repulsive to him in"
1942	MAG	Time	"uncertain nature, "" dysentery, malaria, rheumatism, pneumonia, a carbuncle, influenza, conjunctivitis, recurrent headaches, bad eyesight, a tremor of the hands,"
1942	MAG	SatEvePost	"have been seen, giving scientists new hope in their battle against such diseases as influenza, the common cold and infantile paralysis. Details of germ structure hitherto undreamed of"
1943	MAG	SatEvePost	"sinister and other emblems of his current vocation. When he had a touch of influenza, he called on Dr. Lee E. Siegel, saying, "" The little monarch"
1943	NEWS	NYT-Reg	"19431211_3 txt INFLUENZA SPREADS IN EAST, MIDWEST 10% of Washington's Population Mildly III -- New York"
1943	NEWS	NYT-Reg	"'s Population Mildly III -- New York Not Seriously Affected While a mild form of influenza continued to spread yesterday, reaching epidemic proportions in many sections of the country,"
1943	NEWS	NYT-Reg	"advanced even for requesting a temporary extension of working hours, the Dispensation // Mild Influenza Epidemic Spreads In East and Areas of Midwest // Committee of the department said."
1943	NEWS	NYT-Reg	"one case of the conversion of a school into an auxiliary infirmary to care for influenza patients. 90,000 III in Washington Worst hit was the nation's capital, where"
1943	NEWS	NYT-Reg	"271 were unable to attend their classes. Britain is experiencing one of the worst influenza epidemics since World War I, The United Press reported from London, all strata"
1943	NEWS	NYT-Reg	", and many cases reported involve both virus A and virus B, the only influenza germs which science has been able to separate. Most of the illnesses reported last"
1943	NEWS	NYT-Reg	"city of Rensselaer was operating with a skeleton staff at City Hall, victims of influenza, including the Mayor, City Treasurer, Tax Commissioner and Chief of Police."
1943	NEWS	NYT-Reg	", editor of the Journal of the American Medical Association, said the outbreak of influenza in a mild form might prove a blessing in disguise, immunizing a large number"
1943	NEWS	NYT-Reg	"city hospital wards, schools were affected, and war plants reported production hampered as influenza continued to spread in Philadelphia. The first death attributed directly to the disease was"
1943	NEWS	NYT-Reg	"in Bloomfield were closed yesterday because of an epidemic of colds, grippe and mild influenza. Also, at the request of the Bloomfield Health Department, signs banning children"
1944	MAG	Harpers	"years ago, in the closing months of the First World War, the worst influenza pandemic of all time added its toll of death to that of the battlefields."
1944	MAG	Harpers	"Red Cross mission, and can well remember how each day so many died from influenza that it was impossible to recruit enough able-bodied men to bury the dead individually."
1944	MAG	Harpers	the breaking of the submarine blockade. The only cloud on the horizon is an influenza outbreak which began in early November and still continues at the time of this writing
1945	FIC	WideHouse	"ten thousand dollars. For Joshua and Miss Marvina had been quite ill of their influenza, and immediately upon making recovery, went for three weeks to a mountain inn"
1945	FIC	WideHouse	"love, "" he said, and kissed her cheek. JANIE recovered from her influenza far sooner than did her sons, Bertie and Robbie. While the two boys"
1945	FIC	WideHouse	"to her sallow, freckled face. Despite her thinness, the result of her influenza, she appeared quite avid and animated. The April sun came through the bright"
1945	FIC	Mov:EnchantedCottage	"ghastly business without a scratch, only to die in New York City of Spanish influenza. BRADFORD (taking medal) Thanks, mother. Thanks a lot."
1945	FIC	Harpers	regulated and it was this uneven change that put Jess Rivoni in the hospital. Influenza kept him in bed in the post hospital for two weeks and when he finally
1945	FIC	Harpers	". It is important to see that fascism is a disease, as catching as influenza; we all when tired and disillusioned have fascist moments, when belief in human"
1945	MAG	Time	"three months. But they had little fuel for heating. Diphtheria, typhoid and influenza were spreading. And when the flood tides and angry storms of late winter and"
1945	MAG	Time	"161436 In three weeks, U.S. influenza cases reported to the Public Health Service jumped from 5,000 to 13,000 to 49,700."
1945	MAG	Time	"1) tuberculosis, which kills those weakened by exposure and starvation, 2) influenza, which has not yet hit in force (though many Berliners had it last"
1945	MAG	NatGeog	). With the electron microscope scientists have learned what the extremely small viruses of influenza and other diseases look like. They have seen the beneficial bacteriophage viruses which attack
1945	MAG	NatGeog	"arrest infections. New vaccines are able to immunize against tetanus (lockjaw), influenza, scrub typhus, measles, and meningitis. There is hope, some doctors"
1945	MAG	Atlantic	Defeat and Humiliation In 1918-1919 more than four times as many Americans were killed by Influenza as by our enemies of the First World War. Twenty million human beings perished
1945	MAG	Atlantic	"perished of that ruthless disease. The economic loss in the world-wide battle with the influenza organism was also tremendous. Moreover, sad and shameful to say, we lost"
1945	MAG	Atlantic	has no respect for armistice? There were several millions of us engaged in those influenza battles of 1918-1919; we are the casualties who recovered. I now wonder why
1945	MAG	Atlantic	"Nurse? all who fought valiantly with us millions of private sufferers in the great influenza war? we might have got the government to fortify research laboratories munificently, drill"
1946	FIC	LastCircle	"was not so funny, too. It was a bad winter for colds and influenza, and Mona Gregg had always been a sniffling little girl. Nowadays, the"
1946	FIC	LastCircle	"to worry again till after dinner. But once, at the height of the influenza epidemic, he did not hear for almost two days, and his agony became"
1946	FIC	LastCircle	". Dr. Tenterden felt a little irritated and self-conscious that he had not diagnosed the influenza before -- as he would tell you, he rather fancied himself as a diagnostician"
1946	FIC	LastCircle	"but without enthusiasm -- he felt weak and depressed, as one usually does after influenza. Also, he couldn't remember if he had talked about Mona Gregg during"
1946	FIC	LastCircle	", "" said John, sitting down. "" I've been sick myself -- influenza -- so I don't know. "" "" Did you have to have"
1946	FIC	LastCircle	"director of the bank -- when the thing happened. I'd been down with influenza that April -- got it one ofthose raw, sunshiny days that fool you."
1946	FIC	LastCircle	"Taylor, I was shocked. I thought at first he must have had the influenza too. ThenI saw it wasn't that. He looked just the way he"
1946	MAG	Time	", "" said a U.S. Public Health Service official last week, "" about the influenza. "" This winter's epidemic has passed its peak. # U.S. cases reported"
1946	MAG	Time	"G.I.s last fall, also breathed easier. Its new antiflu shots, which reduced influenza cases 75% in tests, had produced "" encouraging results. """
1947	FIC	Harpers	"name for Evil -- to believe the evidence of our senses, and ifwe had influenza or consumption, or had lost our money, or were unemployed, we denied"
1947	MAG	Time	is estimated to be one ten-thousandth of a millimeter (about the size of the influenza virus). # The British experimenting will go on. More snuffling volunteers are
1947	MAG	GoodHouse	"succumb to one or two attacks of tonsilitis or flu. Acute infections such as influenza and focal infections such as bad sinuses, abscessed teeth or tonsils, plus generally"
1947	MAG	Atlantic	? what Dr. Grant would have her? weakened herself more? sank under the influenza? and frightened me at last very sufficiently? and heaven only knows now when
1947	MAG	Harpers	waited. Sharp &; Dohme had a series of six booths illustrating the manufacture of influenza vaccine and assured the most careful scientific attention to the process by having each step
1948	MAG	Time	"to be "" characteristic particles... of the same general size as viruses of the influenza type, but... readily distinguishable from them. "" The two physicians"
1948	MAG	GoodHouse	"know you are coughing unless your cough is a symptom of some ailment such as influenza. Then you call the doctor, not because of your cough but because you"
1948	NF	LiberalPresidents	"He was a tired man, and ill. He had suffered an attack of influenza in Paris from which he had not fully recovered. Opposition, never welcome to"
1949	FIC	Harpers	""" Jefferson thought. Headaches. Pains in the chest. "" For the French influenza, "" Jefferson said acidly. Chummy's sleepy lids lifted. He stood and"
1949	FIC	Harpers	"You can tell' em anything, "" Jefferson said and shrugged. "" French influenza or Chinese cancer, they don't know. "" Outside I heard someone --"
1949	MAG	Time	"acerbity that boded ill for European unity, Italians in Paris retorted by calling it influenza Francese."
1949	MAG	Time	"French call the current epidemic la grippe Italienne, while Italians retort by calling it influenza Francese TIME, Jan. 17. # In 1498 a plague sweeping Europe was dubbed"
1949	NF	StoryLanguage	"by sending tobacco seeds to Catherine de Medici). From Italian we have "" influenza, "" "" pellagra, "" "" malaria, "" and numerous common nouns and"
1950	FIC	CastColdEye	"family opinion. Our father had put us beyond the pale by dying suddenly of influenza and taking our young mother with him, a defection that was remarked on with"
1950	FIC	CastColdEye	"kept open house. She had accommodated us all during those fatal weeks of the influenza epidemic, when no hospitalbeds were to be had and people went about with masks"
1950	MAG	Time	"spread by saboteurs or enemy raiders can not be effectively guarded against by inoculation-e.g., influenza, parrot fever, Q fever, tularemia, some fungus infections, botulism. *"
1950	MAG	Harpers	"be heard outside, carrying the day's dead to outlying cemeteries. The great influenza epidemic of 1918? 19 was at its height. The week's toll for"
1950	MAG	Harpers	"until dawn. George Jean Nathan, back on his feet after a bout with influenza, was as delightful as ever. Together he and Mencken redecorated the walls of"
1951	FIC	Harpers	"Unfortunately, within a fortnight from the first rainfall, a hitherto unknown form of influenza epidemic began to spread new disquietude among the public with its already frayed nerves."
1951	FIC	ProudNewFlags	"she had been mistaken, thanks, no doubt, to a bad case of influenza. Besides, Irad was so tense, so overwrought, these days that she"
1951	MAG	Time	"spent much of each year... In 1925 she had died in an influenza epidemic, leaving a boy of three named Norris... During school holidays"
1953	FIC	ChildrenAreBored	", of anger that made her seasick, of grief that shook her like an influenza chill, of the physical afflictionsby which the poor victimized spirit sought vainly to wreck"
1953	MAG	Time	"the 19 Scripps-Howard newspapers, onetime (1920-23) president of United Press; of influenza; in Miramar, Calif. Quiet, pincenezed Bill Hawkins was an effective complement"
1953	MAG	Time	""" maximum security "" of Alcatraz. # Still convalescing from his month-long siege of influenza, Pope Pius XII canceled his routine private and public audiences as the only celebration"
1953	MAG	Harpers	the real extent of sickness in the nation. The notifiable list used to include influenza and pneumonia. They were dropped because fewer and fewer physicians have bothered to report
1955	FIC	MissMorissaDoctor	"down the adventurous travel and outside of a few accidents and a little pneumonia, influenza, and smallpox, Morissa had time to study and to carry on a correspondence"
1955	MAG	Time	"told her own story, she was orphaned at six (both parents died of influenza in 1918), passed around among relatives, and sent to a convent in"
1957	FIC	EdgeDarkness	"the sand dunes and the flat, empty beaches; and after the ravages of influenza in thep59autumn of 1918, when he had seen far too many homesick boys die"
1957	MAG	SportsIll	"(a package good for five shots: $3.98) over the counter, Asian influenza -- or something disconcertingly like it -- settled in the bones, bellies and bronchial"
1957	MAG	Time	"186781 Asian influenza, sweeping around the world (TIME, June 24), broke out in"
1957	MAG	Time	"but there isn't time. "" # # WILL the U.S. have a major influenza epidemic this fall? With a massive outbreak of the disease now sweeping around the"
1957	MAG	Time	"202459 Asian influenza will hit the U.S. this fall before mass immunization can be effective, and the"
1959	MAG	Atlantic	"war. There was something else which I did not foresee. an attack of influenza in Paris, which proved to be one of the contributory causes of his final"
1959	MAG	Atlantic	"routine again. "" IN THE early spring of 1919 came that ill-omened attack of influenza, the insidious effects of which he was not in good condition to resist."
1953	MAG	Harpers	"drugs and antibiotics. In the last year for which figures on the incidence of influenza and pneumonia were compiled, four-fifths of all reported cases came from three Southern states"
1953	MAG	Harpers	"were compiled, four-fifths of all reported cases came from three Southern states, where influenza and pneumonia notification regulations were enforced to the end. The Public Health Service has"
1953	MAG	Harpers	"by checking school attendance and sickness insurance payments? methods that reveal when and where influenza outbreaks occur, but that is about all. Despite their limited coverage, however"
1953	NF	EnglishHousewife	". When Mr. Wakefield's two children and some of his servants were smitten with influenza, then called "" the new disease "" in 1658, he consulted a smith"
1955	MAG	NewRepublic	"during an eight-year period, of new medical research and education:? deaths from influenza were reduced between 1944 and 1952 by three-quarters;? those from appendicitis and acute"
1956	NF	AnOutlineBacteriology	". Intercurrent infection. In a number of virus infections, such as measles and influenza, so much damage may evidently be done to the cells of the respiratory tract"
1956	NF	AnOutlineBacteriology	"the pneumonia that may suddenly occur in previously healthy young adults, for the severe influenza which attacked nearly every member of the population in the pandemic of 1918-19, or"
1956	NF	AnOutlineBacteriology	"a baby. From what we now know of the pneumococcus, the virus of influenza and Strep. pyogenes, it is much more probable that it was some attribute possessed"
1956	NF	AnOutlineBacteriology	"until recently, but recent work suggests that some viruses, such as that of influenza, first attach themselves to certain muco polysaccharide receptors which are present on the cell"
