YEAR	TYPE	SOURCE	CONTEXT
1950	NEWS	NYT-Let	"than marginal economic and military aid STEPHEN LANCASTER. New York, May 10, 1950. What the Electorate Seeks To THE EDITOR OF THE NEI/ YORK TIMES: It"
1950	NEWS	NYT-Let	"fields. To THE EDITOR OF THE NEW YORK TIMES: On May 7, 1950, you published a letter from Richard A. Perkins advocating opposition to Reorganization Plan No."
1950	NEWS	NYT-Let	"of the national labor policy. HENRY MAYER. New York, May 12, 1950. Further reproduction prohibited without permission. publicans and Democrats alike would welcome. Under"
1950	NEWS	NYT-Let	"party without a definite program. CHADWICK HALL Westport, Conn., May 8, 1950. Carlos Romulo Concentration of Appointments Called Testimony to His Gifts The writer of the"
1950	NEWS	NYT-Let	"can not cease to desire. EDUARDO SANTOS. New York, May 10, 1950. Guilt by Association To THE EDITOR OF THE NEW YORK TIMES: In an"
1950	NEWS	NYT-Let	"her "" association. "" JOHN J. O'CoNNoR. New York, May 5, 1950. Concentrated Industry Decentralizing Big Business Opposed as Impractical Solution To THE EDITOR OF THE"
1950	NEWS	NYT-Let	"private capitalism. FRANCIS HALLY. Bound Brook, N. J., May 7, 1950. In Praise of the Organ Grinder To THE EDITOR OF THE NEW YORK TIMES"
1950	NEWS	NYT-Reg	"in labor market trends, "" he said, "" there are good prospects that 1950 will be a better employment year than last. "" Mr. Goodwin said that total"
1950	NEWS	NYT-Let	"same and with vastly preferable methods. WERNER LEVI. Minneapolis, June 6, 1950. To Train Future Diplomats To THE EDITOR OF THE NEW YORK TIMES: For"
1950	NEWS	NYT-Let	"whole country and its future. ALFRED BERGMAN. New York, June 6, 1950. Preparation of Expositions To THE EDITOR OF THE NEW YORK TIMES: Jay Walz"
1950	NEWS	NYT-Let	"peace throughout the world. MAX M. TAMIR. New York, June 6, 1950. Post-War Activities of Fiat Charge of Restrictive Practices by Auto Manufacturer Denied To THE"
1950	NEWS	NYT-Let	"R. P. LUIGI SOSSI, United States Representative. New York, June 8, 1950. City Engineers for Public Projects To THE EDITOR OF THE NEW YORK TIMES:"
1950	NEWS	NYT-Let	"the Executive Committee of the Hungarian National Council. New York, June 9, 1950. To THE EDITOR OF THE NEW YORK TIMES: Your recent editorial concerning the"
1950	NEWS	NYT-Let	"there are large surpluses, doesn't start until the summer months. But in 1950 they have had to buy and store millions of pounds. By the end of"
1950	NEWS	NYT-Let	"taxes to maintain high prices. ALBERT LOWENFELS. New York, June 7, 1950. Cemetery of Keats and Shelley To THE EDITOR OF THE NEW YORK TIMES:"
1950	NEWS	NYT-Let	"affected in some manner. AN IRATE TAXPAYER. New York, June 8, 1950. Maintaining Farm Prices Results of Supporting Butter Prices Cited in Criticizing Program who Senate"
1950	NEWS	NYT-Let	"papers that back her. ANNE S. GOODRICH. New York, June 9, 1950. Curtailed Postal Service Protested To THE EDITOR OF THE NEW YORK TIMES: The"
1950	NEWS	NYT-Let	"MCMAHON, Chairman, Joint Committee on Atomic Energy. Washington, June 9, 1950. Plan Not One-Sided To THE EDITOR OF THE NEW YORK TIMES: When seven"
1950	NEWS	NYT-Let	"jobs claimed by Seymour E. Harris in "" The Market for College Graduates, "" 1950. The proposed three-year compulsory Returning Army Captain Voices His Appreciation for the American Way"
1950	NEWS	NYT-Let	"three years over here. MELVIN GARTEN. Nuremberg, Germany, June 3, 1950. School Survey Praised To THE EDITOR OF THE NEW YORK TIMES: Your well-informed"
1950	NEWS	NYT-Let	"not of gratifying greeds. WILFRID HILL. Birmingham, England, June 9, 1950. Not German National Anthem TO THE EDITOR OF THE NEW YORK TIMES: You"
1950	NEWS	NYT-Let	"democratic revolution. LUDWIG BAER. Forest Hills, N. Y., June 7, 1950. For a Free Czechoslovakia TO.THE EDITOR OF THE NEW YORK TIMES: Your editorial"
1950	NEWS	NYT-Let	"behind the Iron Curtain. NICHOLAS G. HAUNT. New York, June 8, 1950. Republican Party Dissidents Issue Taken With Their Views on Senator McCarthy, Voting Trend"
1950	NEWS	NYT-Let	"whole. HELEN S. WILLCOX. North Norwich, N. Y., June 12, 1950. Promoting Tourist Trade To THE EDITOR OF THE NEW YORK TIMES: For some"
1950	NEWS	NYT-Let	"city in the world. KENNETH W. TOMPKINS. New York, May 29, 1950. Our Confusing Traffic Signals TO THE EDITOR OF THE NEW YORK TIMES: Even"
1950	NEWS	NYT-Let	"ultimate human goals. LEWIS MUMFoRD. Amenia, N. Y., June 4, 1950. Memorial to George Mason To THE EDITOR OF THE NEW YORK TIMES:."
1950	NEWS	NYT-Let	". VIRGINIA LIVINGSTON HUNT. Regent for Gunston Hall. Washington, June 4, 1950. Race Democracy at Home To THE EDITOR OF THE NEW YORK TIMES: I"
1950	NEWS	NYT-Let	"they are Negroes. BORIS ERICH NELSON. Hampton, Va., Jane 4, 1950. Economic Freedom Its Relationship to PoNtleal Democracy Considered The Writer of the IBMs% a"
1950	NEWS	NYT-Ed	", and a record net increase of $7.5 billions is already predicted for the year 1950. This credit expansion coupled with the Government's deficit financing, its stockpiling of"
1950	NEWS	CSMonitor	"Stressed. The special grand jury investigating subsversives has been serving since Dec. 15, 1950, under the foremanship of John Gilland Brunini, an editor and executive of the"
1950	NEWS	NYT-Reg	"aided and abetted by other professional men.' "" The campaigns for 1949 and 1950 will cost the American doctors $4,500,000, of which $1,500, - 000 was expended"
1950	NEWS	NYT-Reg	"Hospital, St. Louis, received the American Medical Association's distinguished service award for 1950. Dr. Graham is best known in the medical field for his pioneer work in"
1950	NEWS	NYT-Let	"Chief Counsel for War Crimes, Nuremberg. Arlington, Va., June 30, 1950. Senator Graham's Defeat TO THE EDITOR OF THE NEW YoRx TIMES: Lawrence"
1950	NEWS	NYT-Let	tried to vote their employes. JAMES P. SELVAGE. New York. June 30. 1950. To Aid Undeveloped Areas Role of Private Agencies in Point Four Program Considered To
1950	NEWS	NYT-Let	"New York State College of Agriculture. Ithaca, N. Y., July 5, 1950. Judging Korean War Guilt Nuremberg, Precedent for Defining Criminal Responsibility Quoted Religious Authority"
1950	NEWS	NYT-Let	"Honorary President, Rabbinical Council, of America. New York, June 22, 1950. Use of Firecrackers Protested To THE EDITOR OF THE NEW YORK TIMES: Whatever"
1950	NEWS	NYT-Let	"butts applied? to backbones. TELFORD TAYLG. New York, July 13, 1950. Utilizing Russian Exiles To THE EDITOR OF THE NEW YORK TIMES: Your editorial"
1950	NEWS	NYT-Let	"Russian Civilization, University of Kansas City. Rockport, Mass., July 7, 1950. Arms Plan Proposed Production Program Outlined for Atlantic Pact Nations The writer of the"
1950	NEWS	NYT-Let	"to peaceful productions. P. A. FORTHOMME. Brussels, Belgium, July 10, 1950. To THE EDITOR OF THE NEW YORK TIMES: The day before July 1"
1950	NEWS	NYT-Let	"To THE EDITOR OF THE NEW YORK TIMES: The day before July 1, 1950, the date established long ago for the transfer of the Guam Government from naval"
1950	NEWS	NYT-Let	"very earnestly to be hoped that President Truman will not extend beyond Aug. 1, 1950, his postponement order for Guam liberty. JOHN COLLIER. Cherokee, N. C."
1950	NEWS	NYT-Let	"for Guam liberty. JOHN COLLIER. Cherokee, N. C., July 13, 1950. Past Military Judgments To THE EDITOR OF THE NEW YORK TIMES: Now that"
1950	NEWS	NYT-Let	"another Churchill. "" JAMES A. MICHENFR. Tinicum, Pa., July 10, 1950. U. N. Flag Day To THE EDITOR OF THE NEW Tome TIMES: With"
1950	NEWS	NYT-Let	", should be celebrated every year. E. PONCHELER New York, July 13, 1950 For Guam's Autonomy Postponement Opposed as Injuring the American Cause The writer of,"
1950	NEWS	NYT-Let	"South Alaska. WILLIAM C. FRY. Providence, R. I., June 28, 1950. News in Dominican Republic Censorship Denied, Information Sources Said to Be Open to"
1950	NEWS	NYT-Let	"the public. RAMON MARRERO ARISTY, President. Ciudad Trujillo, June 21, 1950. Watering Station for Horses TO THE EDITOR OF THE NEW YORK TIMES: I"
1950	NEWS	NYT-Let	"The Humane So, ciety of New York. New York, July 5, 1950. Nehru's Position Given, Attitude of People Explained To THE EDITOR OF THE"
1950	NEWS	NYT-Let	"the times. The metropolitan area of New York City contains 16 million people (1950 census), 60 per' cent more than all of California and twice as"
1950	NEWS	NYT-Let	"can reverse that balance. PRO BONO PUBLICO. New York, July 10, 1950. New Class Created To THE EDITOR OF THE NEW YORK TIMES: Your news"
1950	NEWS	NYT-Let	"class of non-existent citizens. DOUGLAS WOOD GIBSON. New York, July 10, 1950. Uncounted in Census To THE EDITOR OF THE NEW YORK TIMES: Your editorial"
1950	NEWS	NYT-Let	"and I am uncounted. CHARLES L. WEIGHT. New York, July 10, 1950. Press Restrictions in Argentina TO THE EDITOR OF THE NEW YORK TIMES: I"
1950	NEWS	NYT-Let	"S. A., in charge of Latin-American relations. New York, July 10, 1950. Education in Race Equality To THE EDITOR OF THE NEW YORK TIMES: News"
1950	NEWS	NYT-Let	"adjustments attendant to them. WILLARD JOHNSON. Bad Nauheim, Germany, June 25. 1950. Aircraft Safety Measures Inadequacies Seen in Development of Our Air Transport Design To THE"
1950	NEWS	NYT-Let	"them for a living. CHALMERS H. GOODLIN. New York, July 5, 1950. Our Future Attitude on Korea To THE EDITOR OF THE NEW YOP.K TIMES:"
1950	NEWS	NYT-Let	"' Nations. WILL DURAN T. Lake Hill, N. Y., July 8, 1950. To Combat Postal Deficit To THE EDITOR OF THE NEW YORK TIMES: This"
1950	NEWS	NYT-Let	"this. ALBERT R. DWYER. Mount Vernon, N. Y., July 10, 1950. Heavier Steel to Protect Cars To THE EDITOR OF THE NEW YORK TIMES:"
1950	NEWS	NYT-Let	"To THE EDITOR OF THE NEW YORK TIMES: I have just received my new 1950 car, which cost twice the 1940 model. Now I have a more powerful"
1950	NEWS	NYT-Let	"we are indeed lost. HEDLEY V. COOKE. Park Forest, July 11, 1950. Courtesy to Visitors To THE EDITOR OF THE NEW YORK TIMES: Your discerning"
1950	NEWS	NYT-Let	", Editor, Monmouth American. Long Branch, N. J., June 26, 1950. Bank Balances in Germany Revaluation to Pre-War Status Asked for American Accounts To THE"
1950	NEWS	NYT-Let	"soon attract additional investments. FREDERICK W. EISNER. New York, July 10, 1950. Against Socialized Medicine To THE EDITOR OF THE NEW YORK TIMES: Robert K."
1950	NEWS	NYT-Let	"stay in Korea without it. L. M. GRAVES. Chicago, July 11, 1950. Belief in Our Cause To THE EDITOR OF THE NEW YORK TIMES: From"
1950	NEWS	NYT-Let	". HARRISON SMITH, Saturday Review of Literature. New York, July 13, 1950. To Combat Nurse Shortage To THE EDITOR OF THE NEW YORK TIMES: Your"
1950	NEWS	NYT-Let	"nurses will quickly vanish. MEDIUM. Paterson, N. J., July 5, 1950. For Safer Automobiles Different Construction Advocated to Place Drivers at Front of Vehicle'"
1950	NEWS	NYT-Let	"ARTHUR W. STEVENS, President, Automobile Safety Association. Boston, July 7, 1950. Radios Asked for Veterans To THE EDITOR OF THE NEW YORK TIMES: Recently"
1950	NEWS	NYT-Let	"LEONHARD VAHTER, Former Member of the Estonian Parliament. Brooklyn, July 5, 1950. Program of Released Time To THE EDITOR OF THE NEW YORIC TIMEe: In"
1950	NEWS	NYT-Let	"accomplish "" significant educational work. "" ANNA P New York, June 27, 1950. Lattimore Stand Queried Statements on North and South Korea Not Considered Proved To THE"
1950	NEWS	NYT-Let	"not ward off wellarmed invasion. WATSON WASHBURN. New York, July 11, 1950. Need for Carrier Task Forces To THE EDITOR OF THE NEW YORK TIMES:"
1950	NEWS	NYT-Let	"the pattern of victory. PAUL E. EDERHEIMER. New YorH, July 11, 1950. Government's Health Efforts To THE EDITOR OF TELE! NEW YORK TIMES:"
1950	NEWS	NYT-Reg	"for mortgage insurance purposes, construction costs will be frozen as of July 1, 1950. Thus price increases added since the beginning of the Korean war would have to"
1950	NEWS	NYT-Reg	". Any increases in appraised value caused by increased construction costs since July 1, 1950, were to be taken into account by requiring higher down payments. The Department"
1950	NEWS	NYT-Reg	"witness favored making tax increases apply, at least, to the last half of 1950 earnings. After reading his formal statement, Mr. Baruch, unable to hear Senators"
1950	NEWS	NYT-Let	"proposed Second Avenue subway. JAMES K. MILLER. New York, Aug. 8, 1950. Marx and Engels on Violence Author of "" Soviet Philosophy "" Quotes Statement on"
1950	NEWS	NYT-Let	"taken by Marx and Engels. JOHN SOMERVILLE. New York, Aug. 5, 1950. Added Powers for the U. N. To THE EDITOR OF THE NEW YORK TIMES"
1950	NEWS	NYT-Let	"their own selves? JOHN KHANLIAN. Tuckahoe, N. Y., Aug. 1, 1950. Air Merger Questioned, To THE EDITOR OF THE NEW YORK TIMES: Your"
1950	NEWS	NYT-Let	"well-deserved independence. J. DOUGLAS MAYNARD. Tuckahoe, N. Y., Aug. 3, 1950. In Defense of King Leopold Action Against Leopold Interpreted as Desire to Establish Republic"
1950	NEWS	NYT-Let	innocent or laudable acts. RUTH A. ELLioTT. Meadville. Pa.. Aug. 3. 1950. Individuality of Handwriting To THE EDITOR OF THE NEW YORK TIMES: On July
1950	NEWS	NYT-Let	"which psychologists decry. HERRY 0. TELTSCHER. New York, Aug. 2, 1950. Weather Readings Queried To THE EDITOR OF THE NEW YORK TIMES: There is"
1950	NEWS	NYT-Let	"realistic. ELSA KINGMAN NEWBERRY. West Orange, N. J., Aug. 1, 1950. German Army Opposed Repetition Feared of Revival of Military Might of Weimar Era To"
1950	NEWS	NYT-Let	". G. G. LOWINSOHN. Long Island City, N. Y., Aug. 7, 1950. Clearing lip Traffic Bottlenecks To THE EDITOR OF THE NEW YORK TIMES: At"
1950	NEWS	NYT-Let	"Labor Day week-end. RUDOLF STEINER. Trenton, N. J., Aug. 7, 1950. Employment vs. the Draft To THE EDITOR OF Tnz NEW YORK TIMES: The"
1950	NEWS	NYT-Let	"STRATTON, Assistant Professor of Political Science. Wellesley, Mass., Aug. 5, 1950. Security Council on Television TO THE EDITOR OF THE NEW YORK TIMES: I"
1950	NEWS	NYT-Let	"be aware of such Red tactics. AMERICAN CITIZEN. Brooklyn, Aug. 8, 1950. Tribute to Mrs. Dunlop TO THE EDITOR OF THE NEW YORK TIMES: Among"
1950	NEWS	NYT-Let	"BODDE, Professor of Chinese, University of Pennsylvania. Philadelphia, Aug. 7, 1950. Further Defining of Aggression To THE EDITOR OF THE NEW YORE Triers: Edmund"
1950	NEWS	NYT-Let	"the aggressors. REXFORD STEAD. Port Chester, N. Y., Aug. 9, 1950. Praise for New York To THE EDITOR OF THE NEW YORK TIMES: Although"
1950	NEWS	NYT-Let	"held here again. H. J. YOUNG. Elwood, Neb., Aug. 6, 1950. Organizing for Controls Executive Action Urged Preliminary to Setting Up Agencies the time the"
1950	NEWS	NYT-Let	"Honorary Vice President, Women's City Club. New York, Aug. 8, 1950, Our Far Eastern Policy Attitude Toward Asian Governments Believed to Disregard Human Nature Idlewild"
1950	NEWS	NYT-Let	"be speeded up. HALFORD W. L. REDDISH. New York, Aug. 9, 1950. Parking Meter Charge Queried To THE EDITOR OF THE NEW YORK TIMES: The"
1950	NEWS	NYT-Let	"of humanity and world peace. ISRAEL GOLDSTEIN. New York, Aug. 9, 1950. Our Role in Korea To THE EDITOR OF THE NEW YORK TIMES: Apropos"
1950	NEWS	NYT-Let	"slaves. CYRIL A. ZERO?, Pittsburgh. Pa., Aug.. 9, 1950. To THE EDITOR OF THE NEW YORK TIMES: 1 In the present world"
1950	NEWS	NYT-Let	"side of the democracies, E. W. SCHNITZER. New York, Aug. 9, 1950.. COMMERCIAL TRAVELER The wood sent out its representative, The wind, bearing"
1950	NEWS	NYT-Let	"HERZ, Professor of Political Science, Howard University. Washington, Aug. 6, 1950. For Economic Controls Our National Security Said to Demand Regulations The writer of the"
1950	NEWS	NYT-Let	"service: The Selective Service Acts, which were passed in 1940, 1948 and 1950 for the purpose of assuring re-employment and seniority rights to those who enlist or are"
1950	NEWS	NYT-Let	"a real job of implementation. HENRY MAYER. New York, Aug. 11, 1950. Our Desire for Peace To THE EDITOR OF THE NEW YORK TIMES: Shall"
1950	NEWS	NYT-Let	"useless for attack. KLErvIENS VON KLEMPERER. Northampton, Mass., Aug. 5, 1950. Report on Hungary Underground Sources Quoted on Terror Under Communist Regime To THE EDITOR"
1950	NEWS	NYT-Let	"tractors. The slogan is: "" We must be ready by the end of 1950. "" There is a great shortage of metal, steel and all sorts of"
1950	NEWS	NYT-Let	"the Executive Committee of the Hungarian National Council. New York, Aug. 5, 1950. Ecuador's Relations With Spain To THE EDITOR OF THE NEW YORK TIMES:"
1950	NEWS	NYT-Let	"Permanent Representative of Ecuador to the United Nations. New York, Aug. 9, 1950. To THE EDITOR OF THE NEW YORK Taunt It is a pity that your"
1950	NEWS	NYT-Let	"figures are not sensational. STEPHEN B. VREELAND. New York, Aug. 9, 1950. Restoring Vienna's Cathedral To THE EDITOR OF THE NEW YORK TIMES: Your"
1950	NEWS	NYT-Let	""" JAMES F. JOHNSON. Valley Stream, N, Y., Aug. 7, 1950. Use of Trenches in Warfare To THE EDITOR OF THE NEW YORK TIMES:"
1950	NEWS	CSMonitor	. Ways to shorten the annual sessions of the Massachusetts Legislature are discussed as the 1950 session continues slowly toward prorogation. Page 2. Children contribute to the relief costs
1950	NEWS	NYT-Reg	"any circumstance' from the date of the Mayor's resignation through Dec. 31, 1950, would hold over for an additional year. The Mayor's successor would then"
1950	NEWS	NYT-Reg	"to the Soviet Union or one of its satellites. The Sobells left an unused 1950 automobile in the garage when they closed their home and disappeared. In addition,"
1950	NEWS	NYT-Reg	": "" 1. By Executive Order. No. 10155, dated Aug. 27, 1950, the President of the United States directed the Secretary of the Army to take"
1950	NEWS	NYT-Let	"has been banned, R. VEN KATAVAMAN. Madras, India, Sept. 2, 1950. To THE EDITOR OF THE NEW YORK TIMES: The ordinary wage-earner sees advertisements"
1950	NEWS	NYT-Let	"necessities to get living quarters. FLORENCE BUNGER. New York, Sept. 3, 1950. In Support of a Health Museum To THE EDITOR OF THE NEW YORK TIMES"
1950	NEWS	NYT-Let	"make a heavy contribution. FRANK H. KAUFMAN. New York, Sept. 6, 1950. Teaching History Use of Television Advocated to Supplement Classroom Work To THE EDITOR OF"
1950	NEWS	NYT-Let	"as an educational medium. JULIET B. FURMAN. New York, Sept. 5, 1950. Driving Distance Law Favored To THE EDITOR OF THE NEW YORK TIMES: Why"
1950	NEWS	NYT-Let	"benefit of all. BENJAMIN WEST. New Canaan, Conn., Sept. 6, 1950. Talk of War Protested To THE EDITOR OF THE NEW YORK TIMES: There"
1950	NEWS	NYT-Let	"wants in this atomic age. EVA WILLIAMS. New York, Sept. 5, 1950. No Comnromise of Tradition To THE EDITOR OF THE NEW YORK Talcs: William"
1950	NEWS	NYT-Let	"local Community Development Authorities as provided in the Land Acquisition Authorities Bill introduced in the 1950 Legislature by Assemblyman John R. Brooks of New York. GEORGE M. RAYMOND, Chairman"
1950	NEWS	NYT-Let	"Chairman, New York Metropolitan Committee for Planning. New York, Sept 9, 1950. War Weariness Observed To THE EDITOR OF The NNW YORK TIMES: Some writers"
1950	NEWS	NYT-Let	"conflicts and politics. E. L. SMITH. Dallas, Tex., Sept. 2, 1950. Change in Mexican Post Queried To THE EDITOR OF THE NEW YORK TIMES:"
1950	NEWS	NYT-Let	". ARTHUR BLISS LAND, Former Ambassador to Poland, Washington, Sept. 9, 1950. Kalmyck Minority in Russia History Traced of Chinese Nomads Persecuted in Soviet Union To"
1950	NEWS	NYT-Let	"the Bolshevik regime. RICHARD E. PIPES, Cambridge, Mass., Sept. 9, 1950. Recollections of Robert Harper To THE EDITOR OF THE NEW YORK THAD I In"
1950	NEWS	NYT-Let	", without any success. BENNETT E. SIEGELSTEIN. New York, Sept. 7, 1950. Maintenance of American Rights To THE EDITOR OF THE NEW YORK TIMES: It"
1950	NEWS	NYT-Let	"by our own hands. PETER KA LDOR. New York, Sept. 8, 1950. Garage Fees in New York To THE EDITOR OF THE NEW YORK TIMES:"
1950	NEWS	NYT-Let	", Automobile Club of New York, Inc. New York, Sept. 5, 1950. Against Atomic Control Value Doubted of Treaty Providing for International Bomb Disarmament To THE"
1950	NEWS	NYT-Let	"that struggle. ABRAM V. MARTIN, San Jose, Calif., Sept. 9, 1950. For a National Science Foundation To THE EDITOR OF THE NEW YORK TIMES:"
1950	NEWS	NYT-Let	perish. W. L. BROCK. Mt. Lake Park. Md.. Sept. 8. 1950
1950	NEWS	NYT-Let	"the opportunity to prove it. LUCILLE PUGH. New York, Sept. 6, 1950. Resignation of Bishops Explained To THE EDITOR OF THE NEW YORK TINIER: In"
1950	NEWS	NYT-Let	"of this year. CLAUDE L. PICKENS Jr. New York, Sept. 9, 1950, Dock Action Questioned Considerations Involved in Trade With Soviet Union Weighed To THE EDITOR"
1950	NEWS	NYT-Let	"international tensions? LAWRENCE DAvsoN. Lake Forest, Ill., Sept, 8, 1950. Soviet Indifference to Lives To THE EDITOR OF THE NEW YORK TIMES: One"
1950	NEWS	NYT-Let	"of despotism. ** D. GREENE. Peterborough, N. H., Sept. 9, 1950, Crossword Puzzles Opposed To THE EDITOR OF THE NEW YORK TIMES:. I"
1950	NEWS	NYT-Let	"showing city students taking exams "" Grade School to Grad, "" June 16, 1950. What impressed was that the children playing checkers seemed to have the same concentration"
1950	NEWS	CSMonitor	", Yakov Malik, was awaited with intense interest. "" On Sept. 4, 1950, "" the message said, "" United Nations naval forces were operating off the"
1950	NEWS	Chicago	the boost. About 100 union employes whose new wage scales were incorporated in the 1950 budget are not affected. Gately said he had been carrying on conversations for some
1950	NEWS	CSMonitor	"estimated because there are many secret trials. But during the first six months of 1950, the numbers of capital, life, and long-term hard-labor sentences have grown considerably"
1950	NEWS	NYT-Let	"Afghanistan Delegation to the United Nations General Assembly. New York, Oct. 7, 1950. Dr. Millspaugh's Stand Given To THE EDITOR OF THE NEW YORK TIMES:"
1950	NEWS	NYT-Let	"distressing experience. 4.. C. MILLSPAUGH. Kalamazoo, Mich., Oct. 3, 1950. Government Asked to Take Steps to Halt Further Deterioration To THE EDITOR OF THE"
1950	NEWS	NYT-Let	"value of the dollar. E. D. KING. New York, Oct. 2, 1950. Pakistan Invasion Denied No Afghan Troops Have Taken Part in Any Action, It"
1950	NEWS	NYT-Let	"to do it. IAN H. MaluRC HIE. New York, Sept. 29, 1950. Preventing Dollar Decline For a Cleaner City To THE EDITOR OF THE NEW YORK"
1950	NEWS	NYT-Let	"the colonies and the welfare of their inhabitants. By the end of March, 1950, ten-year plans for twenty-three British territories had been approved providing for expenditures on specific"
1950	NEWS	NYT-Let	"way to genuine human progress. FRANCIS B. SAYRE. Washington, Oct. 10, 1950. Helping Future Teachers tuition may be free; however, it still takes money"
1950	NEWS	NYT-Let	"all, they will help America. HELEN DEMYDCHUK. Brooklyn, Oct. 8, 1950. Election Issue Necessity Seen for Wise Choice in Realm of Foreign Policy The writer"
1950	NEWS	NYT-Let	"extreme examples of this irresponsibility. WHITNEY TROW PERKINS. Amsterdam, Oct. 8, 1950. To THE EDITOR OF THE NEW YORK TIMES: With the "" Crusade for"
1950	NEWS	NYT-Let	"they stand on it. RICHARD H. WELS. New York, Oct. 6, 1950. India's Neutrality To THE EDITOR OF THE NEW YORK TIMES: It is"
1950	NEWS	NYT-Let	"the positive content of Peace. PRATAP MADHANr. New York, Oct. 7, 1950. Funds for Education To THE EDITOR OF THE NEW YORK TIMES: In the"
1950	NEWS	NYT-Let	"and increased salaries for teachers. STEPHEN LEFKOFP. New York, Oct. 1, 1950. Conducting Foreign Affairs Forbearance Urged as Step Toward Peaceful Solution To THE EDITOR OF"
1950	NEWS	NYT-Let	"the renresentativea of Russia. KELLY KASH. Lexington. Ky., Sept. 28, 1950. Entry to Library Branches To THE EDITOR OF THE NEW YORK TIMES: Harold"
1950	NEWS	NYT-Let	"of Circulation Department, New York Public Library. New York, Oct. 6, 1950. Those Musical Horns To THE EDITOR OF THE NEW YORK TIMES: Werner Feilchenfeld"
1950	NEWS	NYT-Let	", Pakistan Permanent Representative to the United Nations. New York, Oct. 10, 1950. Excess Income Tax Protested To THE EDITOR OF THE NEW YORK TIMES: Proponents"
1950	NEWS	NYT-Let	"to avert such destructive taxation. JOSEPH A. RUBINSTEIN. Brooklyn, Oct. 6, 1950. The Hudson as Water Suppl'T Necessity StatA for Advance Planning. to Maintain Adequate"
1950	NEWS	NYT-Let	"SASTROSATOMO, Press Attach?, Embassy of Indonesia. Washington, Oct. 10, 1950. To THE EDITOR OF THE NEW YORK TIMES: Your editorial of Sept. 28"
1950	NEWS	NYT-Let	"W. BUGLI, Secretary, Fire Protection Institute. New York, Oct. 4, 1950. Delay in School Repairs Lack of Action Charged in Modernizing Program for Old Buildings"
1950	NEWS	NYT-Let	"work is planned for the coming summer vacation. "" From January to May, 1950, we were unable to get a specific answer from the Board of Education'"
1950	NEWS	NYT-Let	"could not get its blueprints drawn and specifications worked out between 1946 and October, 1950. While we wonder whether the delay is caused by the inability of board employes"
1950	NEWS	NYT-Let	"President, Parents Association, F. S. 165. New York, Oct. 9, 1950. Drafting of Women To THE EDITOR OF THE NEW YORK TIMES: On Page"
1950	NEWS	NYT-Let	"conscription and by its logic. NORMAN THOMAS. New York, Oct. 9, 1950. Jobs for Paraplegics To THE EDITOR OF THE NEW YORK TIMES: Congratulations on"
1950	NEWS	NYT-Let	"United Nations. Samuel, Guy INMAN. Bronxville, N. Y., Oct. 10. 1950. Increased Milk Price Queried To THE EDITOR OF THE NEW YORK TIMES:?"
1950	NEWS	Chicago	""" Eight days after these instructions were issued, a letter dated Aug. 9, 1950, went to all communist leaders, urging special attention to the organization of American"
1950	NEWS	CSMonitor	"approximately $500,000. Establishment of a new detective bureau in the police department by the 1950 Legislature was opposed strongly by Col. Thomas F. Sullivan, Boston Police Commissioner. The"
1950	NEWS	CSMonitor	". Another act which he favored was a tightening of contract procedures. Under the 1950 act, all city contracts amounting to $1,000 or more must be advertised unless the"
1950	NEWS	NYT-Let	"the average American family. SAM H. ARONoWiTz. Brooklyn, Nov.. 5, 1950. To Subsidize Music Creation of Government Project Urged as Alternative to Federal Tax To"
1950	NEWS	NYT-Let	"repeal of the admission tax. JOSEPH MALKIN. New York, Nov. 6, 1950. World Police Force for Peace To THE EDITOR OF THE NEW YORK TIMES:"
1950	NEWS	NYT-Let	", President, The Inter-Racial Press of America. New York, Nov. 4, 1950. I KNOW A MAN. Grutzner Dispatch on Executions To' run EDITOR OF"
1950	NEWS	NYT-Let	"world there is another way. CARL COLODNE. New York, Nov. 3, 1950. Aeain a Correction of Corrector To THE EDITOR OF THE NEW Yorue Times:"
1950	NEWS	NYT-Let	"some body of persons. "" NEWMAN LEVY. New York, Nov. 2, 1950. Housing for Low-Income Groups To THE EDITOR OF THE NEW YORK TIMES: I"
1950	NEWS	NYT-Let	"Necessity for New Law? To THE EDITOR OF THE NEW YoRK TIMES: The 1950 elections contain many lessons, and not the least for New Yorkers is the urgency"
1950	NEWS	NYT-Let	"the Democratic party. It is difficult to believe that a state-wide Democratic primary in 1950 would have nominated. Representative Walter A. Lynch forGovernor, that a primary in 1946"
1950	NEWS	NYT-Let	"' accomplish this. RICHARD H. WELS, New York, Nov, 11, 1950. Use of Library by Disabled To THE EDITOR OF THE NEW YoRK TIMES:"
1950	NEWS	NYT-Let	"of Social Service and Children's Aid Society. Brooklyn, Nov, 1, 1950. Opposition to U. N. Flag To THE Eorroa or THE NEW YoRK TIMES:"
1950	NEWS	NYT-Let	"FENICHELL, Major, U. S. A. F. R. New York, Nov. 2, 1950. Article on' Russia Criticized Issue Taken With Harrison Salisbury, on Views of"
1950	NEWS	NYT-Let	"intentions "" of the Soviet Union. YEDIDIA HAMBURG. Brooklyn, Nov. 10, 1950. Our Role in World Affairs To THE EDITOR OF THE NEW YORK TIMES:"
1950	NEWS	NYT-Let	"19501112 txt Letters to The Times LOUIS WALDMAN.New York, Nov. 7, 1950. W.J. TRENT Jr. New York, Nov. 9, 1950. AL..."
